scaling,matrix_type,coefficient,mc_correction,file_paths,prop_sig
unscaled,wcor,age,fdr05,/home/fengling/Documents/IMCo_analyses/ALFF_IDEMO_ISLA_abs_tx/output/niftis/pvals/adjusted/unscaled_wcor_age_fdr05.nii.gz,0.007784758262769735
unscaled,wcor,age,unadjusted,/home/fengling/Documents/IMCo_analyses/ALFF_IDEMO_ISLA_abs_tx/output/niftis/pvals/adjusted/unscaled_wcor_age_unadjusted.nii.gz,0.10730869785772817
unscaled,wcor,sex,bonferroni,/home/fengling/Documents/IMCo_analyses/ALFF_IDEMO_ISLA_abs_tx/output/niftis/pvals/adjusted/unscaled_wcor_sex_bonferroni.nii.gz,3.902134467553752e-5
unscaled,wcor,sex,fdr05,/home/fengling/Documents/IMCo_analyses/ALFF_IDEMO_ISLA_abs_tx/output/niftis/pvals/adjusted/unscaled_wcor_sex_fdr05.nii.gz,1.365747063643813e-4
unscaled,wcor,sex,unadjusted,/home/fengling/Documents/IMCo_analyses/ALFF_IDEMO_ISLA_abs_tx/output/niftis/pvals/adjusted/unscaled_wcor_sex_unadjusted.nii.gz,0.07687204901080891
unscaled,wcor,sex-age,bonferroni,/home/fengling/Documents/IMCo_analyses/ALFF_IDEMO_ISLA_abs_tx/output/niftis/pvals/adjusted/unscaled_wcor_sex-age_bonferroni.nii.gz,0
unscaled,wcor,sex-age,fdr05,/home/fengling/Documents/IMCo_analyses/ALFF_IDEMO_ISLA_abs_tx/output/niftis/pvals/adjusted/unscaled_wcor_sex-age_fdr05.nii.gz,0
unscaled,wcor,sex-age,unadjusted,/home/fengling/Documents/IMCo_analyses/ALFF_IDEMO_ISLA_abs_tx/output/niftis/pvals/adjusted/unscaled_wcor_sex-age_unadjusted.nii.gz,0.06337066375307293
alff,modality,age,bonferroni,/home/fengling/Documents/IMCo_analyses/ALFF_IDEMO_ISLA_abs_tx/output/niftis/pvals/modality_adjusted/alff_age_bonferroni.nii.gz,0.3513189214500332
alff,modality,age,fdr05,/home/fengling/Documents/IMCo_analyses/ALFF_IDEMO_ISLA_abs_tx/output/niftis/pvals/modality_adjusted/alff_age_fdr05.nii.gz,0.7919479455262028
alff,modality,age,unadjusted,/home/fengling/Documents/IMCo_analyses/ALFF_IDEMO_ISLA_abs_tx/output/niftis/pvals/modality_adjusted/alff_age_unadjusted.nii.gz,0.8014203769461896
alff,modality,sex,bonferroni,/home/fengling/Documents/IMCo_analyses/ALFF_IDEMO_ISLA_abs_tx/output/niftis/pvals/modality_adjusted/alff_sex_bonferroni.nii.gz,0.08951496468568307
alff,modality,sex,fdr05,/home/fengling/Documents/IMCo_analyses/ALFF_IDEMO_ISLA_abs_tx/output/niftis/pvals/modality_adjusted/alff_sex_fdr05.nii.gz,0.6840539274983416
alff,modality,sex,unadjusted,/home/fengling/Documents/IMCo_analyses/ALFF_IDEMO_ISLA_abs_tx/output/niftis/pvals/modality_adjusted/alff_sex_unadjusted.nii.gz,0.7162270261833222
alff,modality,sex-age,bonferroni,/home/fengling/Documents/IMCo_analyses/ALFF_IDEMO_ISLA_abs_tx/output/niftis/pvals/modality_adjusted/alff_sex-age_bonferroni.nii.gz,0.05746868537089788
alff,modality,sex-age,fdr05,/home/fengling/Documents/IMCo_analyses/ALFF_IDEMO_ISLA_abs_tx/output/niftis/pvals/modality_adjusted/alff_sex-age_fdr05.nii.gz,0.5994361415694385
