bblid,scanid,idemoBehAllEmoCorrectAverage,idemoBehAllEmoCorrectCount,idemoBehAllEmoCorrectMedian,idemoBehAllEmoCorrectStddev,idemoBehAllEmoIncorrectAverage,idemoBehAllEmoIncorrectCount,idemoBehAllEmoIncorrectMedian,idemoBehAllEmoIncorrectStddev,idemoBehAllEmoNrCount,idemoBehAngerCorrectAverage,idemoBehAngerCorrectCount,idemoBehAngerCorrectMedian,idemoBehAngerCorrectStddev,idemoBehAngerIncorrectAverage,idemoBehAngerIncorrectCount,idemoBehAngerIncorrectMedian,idemoBehAngerIncorrectStddev,idemoBehAngerNrCount,idemoBehFearCorrectAverage,idemoBehFearCorrectCount,idemoBehFearCorrectMedian,idemoBehFearCorrectStddev,idemoBehFearIncorrectAverage,idemoBehFearIncorrectCount,idemoBehFearIncorrectMedian,idemoBehFearIncorrectStddev,idemoBehFearNrCount,idemoBehHappyCorrectAverage,idemoBehHappyCorrectCount,idemoBehHappyCorrectMedian,idemoBehHappyCorrectStddev,idemoBehHappyIncorrectAverage,idemoBehHappyIncorrectCount,idemoBehHappyIncorrectMedian,idemoBehHappyIncorrectStddev,idemoBehHappyNrCount,idemoBehNoECorrectAverage,idemoBehNoECorrectCount,idemoBehNoECorrectMedian,idemoBehNoECorrectStddev,idemoBehNoEIncorrectAverage,idemoBehNoEIncorrectCount,idemoBehNoEIncorrectMedian,idemoBehNoEIncorrectStddev,idemoBehNoENrCount,idemoBehSadCorrectAverage,idemoBehSadCorrectCount,idemoBehSadCorrectMedian,idemoBehSadCorrectStddev,idemoBehSadIncorrectAverage,idemoBehSadIncorrectCount,idemoBehSadIncorrectMedian,idemoBehSadIncorrectStddev,idemoBehSadNrCount,idemoBehNonthreatCorrectAverage,idemoBehNonthreatCorrectCount,idemoBehNonthreatCorrectMedian,idemoBehNonthreatCorrectStddev,idemoBehNonthreatIncorrectAverage,idemoBehNonthreatIncorrectCount,idemoBehNonthreatIncorrectMedian,idemoBehNonthreatIncorrectStddev,idemoBehNonthreatNrCount,idemoBehThreatAllNrCount,idemoBehThreatCorrectAverage,idemoBehThreatCorrectCount,idemoBehThreatCorrectMedian,idemoBehThreatCorrectStddev,idemoBehThreatIncorrectAverage,idemoBehThreatIncorrectCount,idemoBehThreatIncorrectMedian,idemoBehThreatIncorrectStddev
85369,6672,2115.5151,53,2011.4,722.40955,2826.1333,6,2778.25,1167.57,1,1935.3,11,1973.3,318.80377,3996.1,1,3996.1,0,0,2647.4272,11,2705.7,826.5992,1850.9,1,1850.9,0,0,1603.8917,12,1608.45,361.45023,0,0,0,0,0,2073.23,10,1835.25,791.5456,2722.9,2,2722.9,1389.7478,0,2414.811,9,2247.5,772.8056,2832,2,2832,1594.8086,1,1951.4286,21,1744.9,692.70593,2832,2,2832,1594.8086,1,0,2291.3635,22,2222.5,711.7453,2923.5,2,2923.5,1516.8855
85392,3048,3005.3076,53,3018.7,933.1993,3562.2334,6,3397.4,615.986,1,3269.1272,11,3264,1164.5544,0,0,0,0,1,3094.2222,9,3100.8,772.4282,3183.6667,3,3042.2,270.08545,0,2553.9082,12,2741.7998,832.7375,0,0,0,0,0,3175.3599,10,3140.65,764.17596,4261.35,2,4261.35,524.3197,0,3006.5818,11,3206.1,1024.4504,3299.7,1,3299.7,0,0,2770.4043,23,2920.7,936.60364,3299.7,1,3299.7,0,0,1,3190.42,20,3182.4,986.3933,3183.6667,3,3042.2,270.08545
85394,2909,2430.757,56,2318.65,894.75287,3295.95,2,3295.95,1123.6635,2,2379.9727,11,2447.5,451.2206,0,0,0,0,1,2574.2727,11,2273.7,1016.3149,0,0,0,0,1,1838.55,12,1803.15,291.7799,0,0,0,0,0,2346.1636,11,2385.9,1202.8422,4090.5,1,4090.5,0,0,3068.6636,11,3116.9,851.1155,2501.4,1,2501.4,0,0,2426.8652,23,2152.8,875.5466,2501.4,1,2501.4,0,0,2,2477.1228,22,2421.75,773.75397,0,0,0,0
85397,6643,2097.7827,52,2082.5,590.8352,3491.36,5,3471.5,1318.6681,3,2149.8916,12,2117.7,541.6216,0,0,0,0,0,2233.0874,8,1933.3,906.2366,3593.8,3,3471.5,1783.0984,1,1981.2583,12,1977.25,612.0806,0,0,0,0,0,2022.8667,12,2136.95,552.94965,0,0,0,0,0,2171.475,8,2075.95,356.67618,3337.7002,2,3337.7002,719.6933,2,2057.345,20,2052.1,522.4069,3337.7002,2,3337.7002,719.6933,2,1,2183.17,20,2094.75,688.5901,3593.8,3,3471.5,1783.0984
85400,6673,2310.625,52,2031.95,785.54065,2658.72,5,2656.6,1697.4382,3,2053.6365,11,1840.6,666.3022,0,0,0,0,1,2706.94,10,2470.5,1205.3042,2656.6,1,2656.6,0,1,2103.625,12,2016.8,446.83597,0,0,0,0,0,2369.5818,11,2329.3,701.7837,0,0,0,0,1,2398.025,8,2136.7002,748.7529,2659.25,4,2197.7,1960.0323,0,2221.385,20,2063.65,586.54767,2659.25,4,2197.7,1960.0323,0,2,2364.7334,21,1964.9,993.73175,2656.6,1,2656.6,0
85412,3308,2310.5745,55,2179.9,669.5565,3307.9,5,3256.2,669.28204,0,2359.4546,11,2319.5,740.23425,3256.2,1,3256.2,0,0,2300.2166,12,2030.55,719.43243,0,0,0,0,0,1961.3167,12,1891.85,429.98477,0,0,0,0,0,2310.2334,9,2104.2,805.07904,3645.3667,3,3824.8,512.0962,0,2654.2817,11,2859,550.07654,2347.2,1,2347.2,0,0,2292.7349,23,2201.5,596.0298,2347.2,1,2347.2,0,0,0,2328.5479,23,2179.9,713.2837,3256.2,1,3256.2,0
85433,6528,2518.7383,47,2408.9,1124.9481,3163.4365,11,3208.7,1389.1115,2,2309.25,12,2384.75,612.79004,0,0,0,0,0,2882.257,7,2434.2,1427.1346,3853.325,4,4223.05,1760.2852,1,2066.3455,11,1793.3,1092.0168,0,0,0,0,1,2414.8,9,1717.1,1251.413,3464.8335,3,3736.2,1219.9011,0,3253.8625,8,3486.25,1151.7567,2247.5,4,1997.9,705.24536,0,2566.3528,19,2468.3,1241.4653,2247.5,4,1997.9,705.24536,1,1,2520.358,19,2408.9,994.49884,3853.325,4,4223.05,1760.2852
85464,3189,2481.7659,50,2253.0498,824.2147,3379.6333,3,3689.9,1082.9635,7,2393.19,10,2311.1,518.11066,2932.65,2,2932.65,1070.9132,0,2285.98,10,2168.7,687.7938,0,0,0,0,2,2578.28,10,2250.0498,1081.2623,0,0,0,0,2,2255.4363,11,2035.4,796.9001,0,0,0,0,1,2967.111,9,3221.5,901.56665,4273.6,1,4273.6,0,2,2762.4631,19,2446,992.77655,4273.6,1,4273.6,0,4,2,2339.585,20,2204.5498,595.19836,2932.65,2,2932.65,1070.9132
85483,3018,2856.2546,55,2586.9,1156.9348,238.1,1,238.1,0,4,2851.2817,11,2607.6,890.8578,0,0,0,0,1,2869.6455,11,2425.6,1278.5977,0,0,0,0,1,2716.0083,12,2402.1,1130.7386,0,0,0,0,0,2772.53,10,2776.5,1349.6565,0,0,0,0,2,3076.9456,11,2888.5,1291.9739,238.1,1,238.1,0,0,2888.6304,23,2544.4,1196.6602,238.1,1,238.1,0,0,2,2860.4636,22,2516.6,1075.4014,0,0,0,0
85547,3234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85603,2968,2973.4072,55,2993.7,906.91144,3402.1,2,3402.1,854.60913,3,2622.375,12,2395.9,1012.9963,0,0,0,0,0,3542.9111,9,3441.7,669.5614,2797.8,1,2797.8,0,2,2956.6,12,3051.9,1038.9171,0,0,0,0,0,2924.4363,11,2763.8,802.0187,0,0,0,0,1,2957.7,11,3090.5,824.90845,4006.4,1,4006.4,0,0,2957.1262,23,3090.5,921.4016,4006.4,1,4006.4,0,0,2,3016.8906,21,2993.7,980.6188,2797.8,1,2797.8,0
85632,3214,2383.1868,53,2402.1,747.5437,4014.043,7,4024.1,865.1382,0,2479.0818,11,2525.5,649.70044,3900.9,1,3900.9,0,0,2436.991,11,2648.9,992.3306,4941.2,1,4941.2,0,0,1981.6833,12,2069.35,485.4978,0,0,0,0,0,2388.3667,9,2493.5,836.6543,3810.5,3,4024.1,819.74414,0,2695.66,10,2704.05,645.8075,3912.35,2,3912.35,1459.2563,0,2306.2183,22,2267.1,659.2535,3912.35,2,3912.35,1459.2563,0,0,2458.0364,22,2587.2,818.7695,4421.05,2,4421.05,735.6034
85679,3407,2543.1912,57,2364.3,889.7936,3833.6,1,3833.6,0,2,2685.4668,12,2377.5,908.7224,0,0,0,0,0,3621.8398,10,3969.85,814.00903,0,0,0,0,2,1944.925,12,1983.1001,512.52655,0,0,0,0,0,2104.9084,12,1776.8,548.93555,0,0,0,0,0,2538.1729,11,2828.8,678.797,3833.6,1,3833.6,0,0,2228.652,23,2177.1,657.71704,3833.6,1,3833.6,0,0,2,3111.0908,22,3210.25,971.7327,0,0,0,0
85715,5624,2853.9575,59,2856,754.6788,3085.3,1,3085.3,0,0,2752.4834,12,2912.9,750.7757,0,0,0,0,0,2696.0251,12,2798.05,557.08386,0,0,0,0,0,2564.9084,12,2666.4,552.3873,0,0,0,0,0,2960.5544,11,2875.8,669.1498,3085.3,1,3085.3,0,0,3304.7,12,3062.85,1026.7645,0,0,0,0,0,2934.8042,24,2829.65,890.4542,0,0,0,0,0,0,2724.2542,24,2831.4502,647.1744,0,0,0,0
85743,6467,2017.77,60,1804.7,757.8682,0,0,0,0,0,1893.05,12,1883.3,464.6375,0,0,0,0,0,1757.4917,12,1697.05,617.2198,0,0,0,0,0,1944.6666,12,1645.55,667.93353,0,0,0,0,0,2123.4082,12,1937.25,904.89166,0,0,0,0,0,2370.2334,12,2110.85,987.1513,0,0,0,0,0,2157.45,24,1769,852.446,0,0,0,0,0,0,1825.2709,24,1788.8501,538.742,0,0,0,0
85751,6291,2633.769,58,2681.7998,827.5029,3840.1,1,3840.1,0,1,2632.9668,12,2728.75,505.49503,0,0,0,0,0,3006.55,12,3008.75,937.83234,0,0,0,0,0,2409.2417,12,2100.7,828.48645,0,0,0,0,0,2471.482,11,2444.2,555.3968,3840.1,1,3840.1,0,0,2635.2,11,2903.1,1155.3597,0,0,0,0,1,2517.3086,23,2461,981.4616,0,0,0,0,1,0,2819.7583,24,2805.85,761.09155,0,0,0,0
85765,3290,2296.4746,55,2254.1,751.0686,2857.44,5,2890.6,634.42523,0,2566.9,10,2615.35,687.5607,3069.3,2,3069.3,252.7199,0,2671.5364,11,2530.6,884.8323,2721.6,1,2721.6,0,0,1762.75,12,1551.05,744.48157,0,0,0,0,0,2110.9583,12,2067.85,531.5801,0,0,0,0,0,2476.57,10,2484.25,551.58167,2713.5,2,2713.5,1181.7169,0,2087.2136,22,2040.5,743.68024,2713.5,2,2713.5,1181.7169,0,0,2621.7095,21,2539.1,779.14343,2953.4001,3,2890.6,268.76028
85812,3183,2273.0847,46,2129.85,746.96893,2983.3083,12,3228.05,1217.5475,2,2405.8223,9,2203.1,724.2006,3643.5667,3,3577.1,697.3795,0,2401.7856,7,1941.5,1204.8445,2156.95,4,1801.55,897.90436,1,2201.31,10,2237.7998,615.04565,966.3,1,966.3,0,1,2378.0376,8,2280.3,761.8244,3818.725,4,3919.2,819.7488,0,2088.3,12,1955.45,596.32306,0,0,0,0,0,2139.6682,22,2044.1499,593.0472,966.3,1,966.3,0,1,1,2404.0562,16,2097.6,927.56665,2794.0715,7,2981.8,1093.9221
85822,3534,1851.0734,60,1837.55,539.9258,0,0,0,0,0,1999.4417,12,1949.65,629.4962,0,0,0,0,0,1779.375,12,1828.6499,299.16367,0,0,0,0,0,1707.975,12,1686.25,490.40753,0,0,0,0,0,1554.9833,12,1583.7,302.20523,0,0,0,0,0,2213.5918,12,2270.2,674.5721,0,0,0,0,0,1960.7833,24,1927.1,631.9365,0,0,0,0,0,0,1889.4083,24,1876.6499,494.93015,0,0,0,0
85853,6334,2339.8188,58,2230.5,739.39594,3171.2,1,3171.2,0,1,2524.025,12,2599.4,737.4008,0,0,0,0,0,2304.8364,11,2294.6,746.7064,0,0,0,0,1,1827.35,12,1960.95,415.035,0,0,0,0,0,2045.1833,12,1980.1,673.1298,0,0,0,0,0,3054.3271,11,3079.3,499.6659,3171.2,1,3171.2,0,0,2414.1653,23,2209.3,769.6387,3171.2,1,3171.2,0,0,1,2419.1956,23,2449.4,733.3855,0,0,0,0
85862,3153,2908.451,53,2877.2,901.6887,3979.1333,6,4107.95,743.91675,1,2944.6545,11,3014.3,751.84436,3924.4,1,3924.4,0,0,3143.6665,9,3131.7,1163.1189,4453.9,3,4541.7,225.6,0,2881.2834,12,2849.7002,720.80255,0,0,0,0,0,2771.75,10,2648.35,1102.106,2570.4,1,2570.4,0,1,2833.709,11,2744.4,915.77075,4018.3,1,4018.3,0,0,2858.5305,23,2763.3,800.97864,4018.3,1,4018.3,0,0,0,3034.21,20,3073.5498,936.722,4321.525,4,4369.6504,322.52573
85876,5423,2595.4404,47,2495.3,701.2642,3200.123,13,3441.9,1179.4769,0,2901.5376,8,3042.9,805.88727,2218.35,4,2556.55,1337.5248,0,2706.35,10,2465.85,849.8914,3792.5,2,3792.5,1679.6615,0,2381.3,12,2314.15,536.77637,0,0,0,0,0,2508.0554,9,2305.3,814.3605,3613.3333,3,3566.4,241.84009,0,2570.225,8,2561.25,478.52905,3575.7998,4,3714,958.2519,0,2456.87,20,2450.1,510.09146,3575.7998,4,3714,958.2519,0,0,2793.1,18,2547.7002,812.2715,2743.0667,6,2643.2002,1516.0549
85902,6571,2680.9731,52,2522.8,1070.6367,3764.0398,5,4032.2,1120.5492,3,2828.482,11,2862.9,873.06537,0,0,0,0,1,3035.389,9,2653.6,1092.2893,3194,1,3194,0,2,2576.9167,12,2215.5,1216.3348,0,0,0,0,0,2581.2666,12,2108.65,1276.3491,0,0,0,0,0,2385.075,8,2143.3,826.24615,3906.5498,4,4311.5,1240.4757,0,2500.18,20,2215.5,1057.0468,3906.5498,4,4311.5,1240.4757,0,3,2921.59,20,2847.5,956.3943,3194,1,3194,0
85948,3579,2320.626,58,2093.2,775.1981,1330.2,1,1330.2,0,1,2230.85,12,2309.85,742.8679,0,0,0,0,0,2727.2417,12,3065.0498,938.66125,0,0,0,0,0,2033.625,12,2007.1,561.7175,0,0,0,0,0,2215.5667,12,2005.95,732.6342,0,0,0,0,0,2410.89,10,2222.6,805.0281,1330.2,1,1330.2,0,1,2205.1091,22,2017.1499,692.8122,1330.2,1,1330.2,0,1,0,2479.046,24,2510.7002,865.79297,0,0,0,0
85960,3323,2339.443,51,2307.5,707.8406,2501.7,9,2307.1,1046.4103,0,2137.55,8,2179.5,437.14902,2824.0251,4,2797.9001,1590.4648,0,2749.4092,11,2567.2,758.0218,2062,1,2062,0,0,2228.8916,12,2424.75,884.9481,0,0,0,0,0,2423.2334,9,2456.5,676.25745,2441.4001,3,2312.3,228.1259,0,2128.3545,11,2130.6,531.06696,1833,1,1833,0,0,2180.8086,23,2133.3,722.7723,1833,1,1833,0,0,0,2491.7842,19,2335.4,699.9046,2671.62,5,2062,1418.9152
85980,3320,2717.324,50,2393.65,1084.7614,2608.675,8,2372.75,1008.11487,2,3275.189,9,3222.1,1165.0535,1854.3,3,1715.5,447.25577,0,2942.75,10,2625.4,1439.2294,2503.65,2,2503.65,1130.8759,0,2573.9546,11,2378.3,1102.6277,0,0,0,0,1,2285.7417,12,2010.95,846.2423,0,0,0,0,0,2652.45,8,2597,575.46735,3433.0667,3,3816.1,912.9465,1,2607.0054,19,2378.3,897.6684,3433.0667,3,3816.1,912.9465,2,0,3100.221,19,2911.4,1291.5262,2114.04,5,1715.5,739.0775
85983,3345,2114.8718,57,2030,597.8064,3239.3667,3,3678.7,1627.3036,0,2013.69,10,1927.55,365.43527,2558.1,2,2558.1,1584.7677,0,2529.525,12,2216,998.70685,0,0,0,0,0,1737.4083,12,1709.1499,251.17247,0,0,0,0,0,2017.0834,12,1920.5,380.5212,0,0,0,0,0,2272.9636,11,2263.1,358.83685,4601.9,1,4601.9,0,0,1993.5435,23,2024.7,406.07306,4601.9,1,4601.9,0,0,0,2295.0544,22,2120.5,805.4822,2558.1,2,2558.1,1584.7677
86061,7623,2512.115,53,2359.5,861.20734,3889.0498,6,3994.15,1077.932,1,3206.6,12,3246.2,569.0413,0,0,0,0,0,2885.58,10,2853.5,565.59503,3826.5,1,3826.5,0,1,1962.1083,12,1944.1,787.3059,0,0,0,0,0,1949.6417,12,1873.45,603.0116,0,0,0,0,0,2695.1572,7,2573.9,1037.9847,3901.5598,5,4161.8,1204.6775,0,2232.179,19,2008.4,932.69415,3901.5598,5,4161.8,1204.6775,0,1,3060.682,22,3090.45,577.47723,3826.5,1,3826.5,0
86076,5950,1859.9447,56,1804.3,566.4877,2481.95,4,2160.95,1298.0542,0,1892.7,11,1816.8,447.2273,1805.5,1,1805.5,0,0,1796.2727,11,1822.1,296.19568,4284.5,1,4284.5,0,0,1382.1416,12,1415.6499,259.5862,0,0,0,0,0,2279.03,10,2168.8,465.58795,1918.8999,2,1918.8999,844.9925,0,2016.85,12,1799.1,810.87085,0,0,0,0,0,1699.4958,24,1546.25,672.1474,0,0,0,0,0,0,1844.4863,22,1819.45,373.43845,3045,2,3045,1752.9177
86126,3231,2598.7793,58,2609.1,834.8513,3419.85,2,3419.85,769.9687,0,2386.3916,12,2234.6,734.78107,0,0,0,0,0,2803.1416,12,2721.5498,883.15765,0,0,0,0,0,2651.5083,12,2622,770.6702,0,0,0,0,0,2628.11,10,2710.7,878.1035,3419.85,2,3419.85,769.9687,0,2529.6333,12,2347.6,981.39215,0,0,0,0,0,2590.5708,24,2586.85,865.192,0,0,0,0,0,0,2594.7666,24,2475.75,822.5269,0,0,0,0
86162,3528,2616.853,51,2473.2,904.6443,2299.8428,7,2182.1,408.41714,2,2822.6455,11,2844,579.26794,2182.1,1,2182.1,0,0,3383.7,9,3137.5,1195.6877,2423.3,2,2423.3,738.6438,1,2038.9501,12,2059.4,398.93658,0,0,0,0,0,2167.3445,9,2171.2,480.64523,2330.6,2,2330.6,623.24396,1,2798.36,10,2668.45,1085.941,2204.5,2,2204.5,48.790367,0,2384.1365,22,2350.05,859.39404,2204.5,2,2204.5,48.790367,0,1,3075.1199,20,3004.4,927.67505,2342.9001,3,2182.1,540.54584
86171,3014,1975.1964,55,1845.6,663.8087,2689.76,5,2557,902.76776,0,1871.47,10,1784.65,381.54675,2605.55,2,2605.55,1525.4414,0,1917.625,12,1852.6499,325.59586,0,0,0,0,0,1785.6666,12,1586.35,635.53485,0,0,0,0,0,2090.8,11,1818.3,1140.5277,2557,1,2557,0,0,2248.28,10,2446.2998,515.9851,2840.35,2,2840.35,925.10785,0,1995.9454,22,1879.95,617.46216,2840.35,2,2840.35,925.10785,0,0,1896.6455,22,1852.6499,344.20096,2605.55,2,2605.55,1525.4414
86212,6767,2797.048,50,2574.15,1097.6292,3588.7166,6,3793.6,1235.1584,4,3376.025,12,3723.4502,1118.3787,0,0,0,0,0,3225.65,10,3604.55,1105.7208,4452.4,1,4452.4,0,1,2233.4546,11,2236.5,528.3299,2771.9,1,2771.9,0,0,2202.9111,9,2033.2,1035.2673,4973.9,1,4973.9,0,2,2836.175,8,2621.2,1216.8041,3111.3667,3,3153.3,1343.9906,1,2487.2317,19,2315,907.93207,3026.5,4,2962.6,1110.4128,1,1,3307.6726,22,3654.6,1088.5854,4452.4,1,4452.4,0
86252,6642,2208.5764,55,2036.3,750.58307,3388.46,5,3335.7,1552.6378,0,2375.9272,11,2002.9,842.0552,5034.8,1,5034.8,0,0,2144.0544,11,2007.9,570.94684,1887.7,1,1887.7,0,0,1723.4667,12,1620,560.0432,0,0,0,0,0,2095.709,11,2036.3,510.68674,4870.6,1,4870.6,0,0,2801.75,10,2464.25,893.01074,2574.6,2,2574.6,1076.3579,0,2213.5955,22,2212.75,898.92316,2574.6,2,2574.6,1076.3579,0,0,2259.991,22,2005.4,712.00854,3461.25,2,3461.25,2225.3357
86287,3568,2157.36,60,1984,750.31805,0,0,0,0,0,2039.0416,12,1869.85,935.0872,0,0,0,0,0,2016.575,12,1879.8501,714.52924,0,0,0,0,0,2111.9417,12,1968.05,768.3268,0,0,0,0,0,2355.375,12,2096.8,826.8753,0,0,0,0,0,2263.8667,12,2300.8,516.06396,0,0,0,0,0,2187.9043,24,2070.1,644.7654,0,0,0,0,0,0,2027.8083,24,1869.85,813.93756,0,0,0,0
86303,4534,2405.1611,54,2288.2,812.5093,3154.86,5,2745.5,1084.8201,1,2550.2,12,2357.55,798.13214,0,0,0,0,0,3456.4375,8,3391.25,1047.3896,3257.5334,3,2745.5,1156.0754,1,2257.6667,12,2063.7,454.8086,0,0,0,0,0,1950.6273,11,1907.6,622.2685,3989.6,1,3989.6,0,0,2097.809,11,2181.6,385.8141,2012.1,1,2012.1,0,0,2181.2131,23,2090.2,421.6065,2012.1,1,2012.1,0,0,1,2912.695,20,2725.4502,990.1732,3257.5334,3,2745.5,1156.0754
86350,7624,2144.09,50,2035.1001,622.5028,2018.6375,8,1866.65,680.968,2,1846.2273,11,1807.2,431.0681,1907.4,1,1907.4,0,0,2560.48,10,2389.5,596.2044,882.6,1,882.6,0,1,2176.15,12,2044.2,673.5459,0,0,0,0,0,1901.9818,11,1830.8,618.3558,0,0,0,0,1,2375.9333,6,2630.95,534.2894,2226.5166,6,2175.55,580.30756,0,2242.7444,18,2064,622.0121,2226.5166,6,2175.55,580.30756,0,1,2186.3477,21,2038.3,621.67456,1395,2,1395,724.64307
86435,3090,2609.8489,47,2442.7,1034.4529,3165.0898,10,3094.15,666.8011,3,2709.95,8,2561.5,1168.2004,3267.275,4,3008.45,1041.8622,0,3097.2546,11,3266.1,1031.0609,0,0,0,0,1,2243.8,12,2097.15,770.03107,0,0,0,0,0,2624.5166,6,2586.25,1055.2075,3084.68,5,3036,409.58575,1,2424.08,10,2052.55,1169.1948,3158.4,1,3158.4,0,1,2325.7454,22,2052.55,951.2611,3158.4,1,3158.4,0,1,1,2934.179,19,2622.8,1076.9935,3267.275,4,3008.45,1041.8622
86440,3457,1747.8105,57,1581,663.17334,2171,3,1521.2,1377.0353,0,1724.8455,11,1576.6,675.6788,1239.1,1,1239.1,0,0,1765.55,12,1645.3999,730.1425,0,0,0,0,0,1372.0333,12,1402.45,197.2963,0,0,0,0,0,1778.4,11,1783.4,786.95953,3752.7,1,3752.7,0,0,2130.7727,11,2258.3,651.9403,1521.2,1,1521.2,0,0,1734.9087,23,1566.8,602.3582,1521.2,1,1521.2,0,0,0,1746.0826,23,1581,688.84344,1239.1,1,1239.1,0
86444,7284,2144.2078,51,1892.3,823.02094,3480.12,5,3167.5,1393.0853,4,2738.1091,11,2721,772.9726,0,0,0,0,1,1986.1333,9,1979.5,286.5872,2538.4,1,2538.4,0,2,1631.0333,12,1574.55,349.76895,0,0,0,0,0,1775.509,11,1805.6,238.58133,3167.5,1,3167.5,0,0,2782.15,8,2219.8,1378.6774,3898.2334,3,4623.6,1768.2933,1,2091.48,20,1750.65,1051.5981,3898.2334,3,4623.6,1768.2933,1,3,2399.72,20,2053.35,704.53375,2538.4,1,2538.4,0
86460,3091,2241.973,59,2222.9,581.37415,0,0,0,0,1,2190.6333,12,2082.65,570.8697,0,0,0,0,0,2254.8916,12,2251.4,528.80084,0,0,0,0,0,2048.6917,12,2088,402.20566,0,0,0,0,0,2314.9,11,2332,698.89124,0,0,0,0,1,2406.825,12,2531.15,701.461,0,0,0,0,0,2227.7583,24,2255.15,588.3486,0,0,0,0,0,0,2222.7625,24,2175.6,539.14276,0,0,0,0
86486,6731,2518.738,58,2447.4502,905.9664,2409.7,1,2409.7,0,1,2398.725,12,2356.75,813.18884,0,0,0,0,0,3096.52,10,3024.65,648.31036,2409.7,1,2409.7,0,1,2298.325,12,2072.1,716.4665,0,0,0,0,0,1997.875,12,1688.7,761.6735,0,0,0,0,0,2898.5417,12,2979.3,1152.802,0,0,0,0,0,2598.4333,24,2480.05,987.4562,0,0,0,0,0,1,2715.9045,22,2547.8,808.07556,2409.7,1,2409.7,0
86506,3284,3097.898,51,2933.8,811.8222,3380.0667,3,3192.3,501.44806,6,3091.4,10,2979.15,821.5567,3948.3,1,3948.3,0,1,2922.0637,11,2785,726.5736,0,0,0,0,1,3081.3545,11,2974.9,666.91833,0,0,0,0,1,3015.0818,11,2893.9,977.48834,3192.3,1,3192.3,0,0,3484.4126,8,3759.7002,924.45483,2999.6,1,2999.6,0,3,3251.0632,19,3350.8,788.1957,2999.6,1,2999.6,0,4,2,3002.7,21,2844.4,758.41583,3948.3,1,3948.3,0
86514,3152,2150.9592,59,2069.8,630.4968,1873.6,1,1873.6,0,0,2296.7832,12,2077.9502,675.264,0,0,0,0,0,2462.9417,12,2261.8,857.2415,0,0,0,0,0,1894.8334,12,1812.3,360.5852,0,0,0,0,0,1840.8917,12,1824.15,360.29562,0,0,0,0,0,2269.2,11,2077.6,598.4296,1873.6,1,1873.6,0,0,2073.8782,23,1951.9,514.1524,1873.6,1,1873.6,0,0,0,2379.8625,24,2142.55,759.43176,0,0,0,0
86517,8250,2382.4773,57,2434.7,823.1134,3029.55,2,3029.55,556.56384,1,2768.8364,11,2829.6,677.4256,2636,1,2636,0,0,2420.1091,11,2446.9,915.16284,0,0,0,0,1,1929.1,12,1912.1499,575.5495,0,0,0,0,0,1966.8167,12,1926.9,654.07495,0,0,0,0,0,2906.5273,11,3033.4,860.7215,3423.1,1,3423.1,0,0,2396.5652,23,2259.1,866.9488,3423.1,1,3423.1,0,0,1,2594.4727,22,2677.3,805.72784,2636,1,2636,0
86583,3584,2114.6223,58,1859.95,827.3624,4824.7,1,4824.7,0,1,1920.4454,11,1821.9,414.4119,4824.7,1,4824.7,0,0,2210.0454,11,1906.7,915.65533,0,0,0,0,1,1699.275,12,1663.55,278.52045,0,0,0,0,0,2443.8833,12,1834.8999,1337.6918,0,0,0,0,0,2291.2334,12,2153.9502,611.9465,0,0,0,0,0,1995.2542,24,1862.2,554.62726,0,0,0,0,0,1,2065.2454,22,1864.3,709.2214,4824.7,1,4824.7,0
86626,3512,2401.9553,56,2318.1,721.92035,3419,3,2864,1798.8999,1,2348.225,12,2356.25,553.2109,0,0,0,0,0,3153.35,12,3227.1,741.2553,0,0,0,0,0,1948.0167,12,1926.15,460.6505,0,0,0,0,0,2381.5667,9,2188.5,723.54175,4147,2,4147,1814.436,1,2152.7546,11,2137.6,525.5606,1963,1,1963,0,0,2045.9348,23,1936.4,492.53046,1963,1,1963,0,0,0,2750.7876,24,2592.6,760.43115,0,0,0,0
86633,3117,2102.5315,57,2058.8,536.1792,3625.9333,3,3666.1,1249.1345,0,2084.7727,11,2058.8,389.77014,3666.1,1,3666.1,0,0,2409.8,11,2456.1,668.48566,4854.5,1,4854.5,0,0,1856.775,12,1917.3501,345.66934,0,0,0,0,0,1832.55,12,1744.65,507.65555,0,0,0,0,0,2375.6455,11,2405.4,500.0221,2357.2,1,2357.2,0,0,2104.9304,23,2115.2,493.58188,2357.2,1,2357.2,0,0,0,2247.2864,22,2161.5498,559.29266,4260.3,2,4260.3,840.3256
86690,4480,2251.8555,27,1867.8,1089.6583,1635.6,2,1635.6,538.81537,31,2334.825,8,1953.95,1210.0853,2016.6,1,2016.6,0,3,2383.6667,3,1994.2,1141.3744,0,0,0,0,9,2267.3572,7,1772.9,1325.8269,0,0,0,0,5,1673.7,1,1673.7,0,1254.6,1,1254.6,0,10,2178.1626,8,1828.7,998.7228,0,0,0,0,4,2219.7866,15,1789.6,1119.9086,0,0,0,0,9,12,2348.1455,11,1994.2,1134.0555,2016.6,1,2016.6,0
