bblid,scanid,idemoBehAllEmoCorrectAverage,idemoBehAllEmoCorrectCount,idemoBehAllEmoCorrectMedian,idemoBehAllEmoCorrectStddev,idemoBehAllEmoIncorrectAverage,idemoBehAllEmoIncorrectCount,idemoBehAllEmoIncorrectMedian,idemoBehAllEmoIncorrectStddev,idemoBehAllEmoNrCount,idemoBehAngerCorrectAverage,idemoBehAngerCorrectCount,idemoBehAngerCorrectMedian,idemoBehAngerCorrectStddev,idemoBehAngerIncorrectAverage,idemoBehAngerIncorrectCount,idemoBehAngerIncorrectMedian,idemoBehAngerIncorrectStddev,idemoBehAngerNrCount,idemoBehFearCorrectAverage,idemoBehFearCorrectCount,idemoBehFearCorrectMedian,idemoBehFearCorrectStddev,idemoBehFearIncorrectAverage,idemoBehFearIncorrectCount,idemoBehFearIncorrectMedian,idemoBehFearIncorrectStddev,idemoBehFearNrCount,idemoBehHappyCorrectAverage,idemoBehHappyCorrectCount,idemoBehHappyCorrectMedian,idemoBehHappyCorrectStddev,idemoBehHappyIncorrectAverage,idemoBehHappyIncorrectCount,idemoBehHappyIncorrectMedian,idemoBehHappyIncorrectStddev,idemoBehHappyNrCount,idemoBehNoECorrectAverage,idemoBehNoECorrectCount,idemoBehNoECorrectMedian,idemoBehNoECorrectStddev,idemoBehNoEIncorrectAverage,idemoBehNoEIncorrectCount,idemoBehNoEIncorrectMedian,idemoBehNoEIncorrectStddev,idemoBehNoENrCount,idemoBehSadCorrectAverage,idemoBehSadCorrectCount,idemoBehSadCorrectMedian,idemoBehSadCorrectStddev,idemoBehSadIncorrectAverage,idemoBehSadIncorrectCount,idemoBehSadIncorrectMedian,idemoBehSadIncorrectStddev,idemoBehSadNrCount,idemoBehNonthreatCorrectAverage,idemoBehNonthreatCorrectCount,idemoBehNonthreatCorrectMedian,idemoBehNonthreatCorrectStddev,idemoBehNonthreatIncorrectAverage,idemoBehNonthreatIncorrectCount,idemoBehNonthreatIncorrectMedian,idemoBehNonthreatIncorrectStddev,idemoBehNonthreatNrCount,idemoBehThreatAllNrCount,idemoBehThreatCorrectAverage,idemoBehThreatCorrectCount,idemoBehThreatCorrectMedian,idemoBehThreatCorrectStddev,idemoBehThreatIncorrectAverage,idemoBehThreatIncorrectCount,idemoBehThreatIncorrectMedian,idemoBehThreatIncorrectStddev
103171,3922,2709.866,50,2589.5498,789.83417,3321.7856,7,3023.3,1399.0975,3,2333.3875,8,2264,575.8301,4978.35,2,4978.35,635.1939,2,3222.9443,9,3242.8,1051.021,2101.7,3,1769.5,663.7853,0,2617.2666,12,2413.95,675.4996,0,0,0,0,0,2785.5728,11,2689.1,811.4762,0,0,0,0,1,2577.1199,10,2636.15,663.3516,3495.35,2,3495.35,667.5794,0,2599.018,22,2530.15,654.2319,3495.35,2,3495.35,667.5794,0,2,2804.3293,17,2514.2,952.2887,3252.36,5,2866,1674.4276
103410,3799,2012.7482,56,1845.5,609.08026,2566.3,4,2364.15,1114.4752,0,2265.1,11,2401,471.85764,4054.7,1,4054.7,0,0,2325.3818,11,2297.4,733.5436,2007.9,1,2007.9,0,0,1545.8667,12,1524.1001,248.85188,0,0,0,0,0,1811.1091,11,1700,580.72144,1482.2,1,1482.2,0,0,2158.7273,11,1963.3,605.7949,2720.4,1,2720.4,0,0,1838.9739,23,1688.5,543.8366,2720.4,1,2720.4,0,0,0,2295.241,22,2333.1,602.66644,3031.3,2,3031.3,1447.3062
103413,5057,2012.4264,53,1818,656.42957,2881.243,7,3649.7,1370.924,0,1861.62,10,1778.8,549.60785,2155.85,2,2155.85,2229.1543,0,2123.2637,11,2014.4,612.9763,3649.7,1,3649.7,0,0,1883.725,12,1733.25,701.23285,0,0,0,0,0,1891.3917,12,1746.8,495.9669,0,0,0,0,0,2423.1375,8,2304.25,904.6989,3051.825,4,3035.1,1231.281,0,2099.49,20,1809.1,812.2419,3051.825,4,3035.1,1231.281,0,0,1998.6714,21,1894.9,584.577,2653.8,3,3649.7,1796.7823
103423,6280,2277.279,57,2222.8,745.35077,3654.7,3,3597.8,474.31662,0,2465.1182,11,2523.7,809.6478,3597.8,1,3597.8,0,0,2612.525,12,2570.5,862.0116,0,0,0,0,0,1870.35,12,1804.3999,471.32028,0,0,0,0,0,1955.5,12,1926.15,678.6449,0,0,0,0,0,2542.81,10,2400.5,596.33105,3683.15,2,3683.15,667.1553,0,2176.0137,22,2082.2002,621.46625,3683.15,2,3683.15,667.1553,0,0,2542.0261,23,2554.9,821.68634,3597.8,1,3597.8,0
103525,3816,2249.926,50,2070.35,641.0707,2527.08,5,2421.1,736.0714,5,2224.5334,9,2077.3,736.30676,3589.3,1,3589.3,0,2,2678.0625,8,2755.2,462.26804,2346.6,2,2346.6,105.35891,2,2149.2546,11,1856.2,763.2389,0,0,0,0,1,1879.0834,12,1899.2,449.07343,0,0,0,0,0,2486.02,10,2427.9,523.82434,2176.4502,2,2176.4502,846.61896,0,2309.6191,21,2046.8,666.6679,2176.4502,2,2176.4502,846.61896,1,4,2437.9587,17,2510.6,647.31055,2760.8335,3,2421.1,721.3307
103537,3757,2416.244,50,2233.95,846.86115,3285.0286,7,3272.8,1103.2771,3,2046.2556,9,1851.1,492.50412,3384.1,2,3384.1,554.08875,1,2756.63,10,2433.7998,1085.2888,4105.5,1,4105.5,0,1,2216.318,11,1831.6,875.6568,1723.8,1,1723.8,0,0,2475.7625,8,2387.15,587.8468,3465.9,3,3272.8,1372.5752,1,2553.6667,12,2265,925.81116,0,0,0,0,0,2392.3262,23,2078.2,898.2122,1723.8,1,1723.8,0,0,2,2420.1367,19,2179,910.7844,3624.5667,3,3775.9,571.82153
103541,7442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103572,4067,3047.2776,49,2781.7,1052.5623,3458.0667,6,3601.45,751.1668,5,3104.5454,11,2854.5,1022.8128,2202.4,1,2202.4,0,0,3725.9875,8,3698.5498,920.2905,3305.1,2,3305.1,413.3745,2,2353.7454,11,2376.9,734.9176,0,0,0,0,1,3414.509,11,3288.2,1298.0747,0,0,0,0,1,2738.4875,8,2840.4,684.43915,3978.6,3,4114.1,327.1221,1,2515.7422,19,2396.1,721.3349,3978.6,3,4114.1,327.1221,2,2,3366.2053,19,3192.8,1004.95087,2937.5332,3,3012.8,700.5391
103621,4155,3234.2258,31,3311.2,1293.4893,3289.7886,26,3200.8,862.91223,3,3796.7715,7,3461.9,1004.5206,2610.5251,4,2342.4502,750.20386,1,0,0,0,0,3244.2273,11,3155.1,851.30023,1,2207.9749,12,2009.45,1129.3251,0,0,0,0,0,4501.88,5,4168.1,630.2224,3347.3857,7,3509.3,461.4043,0,3525.5,7,3506.1,916.4335,3993.55,4,3938.9502,1228.7885,1,2693.379,19,2487.7,1218.8932,3993.55,4,3938.9502,1228.7885,1,2,3796.7715,7,3461.9,1004.5206,3075.24,15,2958.4,849.9371
103659,4032,3135.231,55,3144.7,881.42755,2356.5667,3,2346,421.74933,2,2987.58,10,2857,903.6516,2564.75,2,2564.75,309.35922,0,3056.8545,11,3241.6,754.5307,1940.2,1,1940.2,0,0,3120.55,12,3352.25,735.93195,0,0,0,0,0,3504.94,10,3612.2,968.04816,0,0,0,0,2,3036.7083,12,2915.85,1076.5197,0,0,0,0,0,3078.6292,24,3145.45,902.8354,0,0,0,0,0,0,3023.8667,21,2925.1,808.3186,2356.5667,3,2346,421.74933
103679,6458,2778.541,56,2699.2,871.9316,4172.6665,3,4093,982.226,1,3220.7727,11,3071.8,1002.0379,3232.7,1,3232.7,0,0,2880.8728,11,2713.2,966.35486,5192.3,1,5192.3,0,0,2511.9,12,2407.85,767.0916,0,0,0,0,0,2619.94,10,2854.3,775.21606,4093,1,4093,0,1,2678.1667,12,2676.5,801.24426,0,0,0,0,0,2595.0332,24,2482.35,771.7994,0,0,0,0,0,0,3050.8228,22,2755.4,976.25726,4212.5,2,4212.5,1385.6464
103682,4691,2259.2446,56,2204.4,718.66785,3935.3,4,3838.4502,428.0304,0,2430.509,11,2331.3,696.75604,3544.1,1,3544.1,0,0,2634.209,11,2421.7,735.43823,3972.1,1,3972.1,0,0,1706.975,12,1641.7,401.72922,0,0,0,0,0,2471.975,12,2318.4502,791.6699,0,0,0,0,0,2065.84,10,1863.6001,579.98566,4112.5,2,4112.5,576.57495,0,1870.0955,22,1731.45,512.0063,4112.5,2,4112.5,576.57495,0,0,2532.3591,22,2359.85,706.82385,3758.1,2,3758.1,302.6417
103712,4595,2746.3884,52,2485.95,994.0838,3031.8857,7,2550.7,1072.9744,1,2643.32,10,2462.1,1024.3346,3477.75,2,3477.75,1951.1196,0,2469.5,10,2340.7998,767.9104,2723.9,2,2723.9,289.63083,0,2303.6636,11,2305.4,772.1853,0,0,0,0,1,3350.27,10,3448.4,1218.924,2321,2,2321,324.8448,0,2985.5454,11,2780.2,949.11957,4177.9,1,4177.9,0,0,2644.6045,22,2331.25,913.6081,4177.9,1,4177.9,0,1,0,2556.41,20,2340.7998,885.60406,3100.825,4,2723.9,1219.1587
103720,3884,2621.834,47,2550.4,997.44464,2967.3901,10,3203.35,944.43555,3,2607.78,10,2574.9502,826.23834,2936.35,2,2936.35,1312.3195,0,3061.6714,7,2550.4,1528.0844,2936.6667,3,3284.1,799.34143,2,2656.4636,11,2564.7,790.57623,1496.9,1,1496.9,0,0,2404.56,10,1992.05,1355.8065,3122.6,1,3122.6,0,1,2494.4443,9,2587.3,321.99045,3457.2334,3,3321.7,1028.7181,0,2583.555,20,2565.5498,615.99164,2967.15,4,2912.35,1290.8269,0,2,2794.6765,17,2550.4,1145.7145,2936.54,5,3284.1,866.0364
103737,3964,2310.1824,51,2213.2,669.2021,2751.3,6,2209.7,1461.2487,3,2463.9182,11,2367.7,597.95154,2653.4,1,2653.4,0,0,2912.2334,9,2991.2,780.25146,3309.9,2,3309.9,2249.3066,1,1838.9667,12,1786.2,307.14117,0,0,0,0,0,2129.9666,9,2176.4,508.5472,1766,1,1766,0,2,2326.88,10,2309.7,695.8073,2734.3,2,2734.3,2002.9507,0,2060.7454,22,2083.2,564.5701,2734.3,2,2734.3,2002.9507,0,1,2665.66,20,2651,704.89575,3091.0667,3,2653.4,1635.0396
103739,4859,2428.92,55,2365.4,835.39545,3106.7,3,2805.9,1169.0922,2,2091.1,11,2158.5,394.5171,0,0,0,0,1,2935.5,10,2485.85,1137.449,4396.8,1,4396.8,0,1,2167.7583,12,2288.15,668.239,0,0,0,0,0,2177.0332,12,2218.7,751.8288,0,0,0,0,0,2909.6,10,2836.25,791.8781,2461.65,2,2461.65,486.84302,0,2504.959,22,2534.05,803.48676,2461.65,2,2461.65,486.84302,0,2,2493.1953,21,2249.8,920.2003,4396.8,1,4396.8,0
103768,4499,3238.0156,51,3191.1,859.74713,3428.14,5,3889.6,1200.4165,4,3119.1182,11,3191.1,609.9646,3889.6,1,3889.6,0,0,3458.825,8,3425.6,845.4714,2199.7,2,2199.7,348.8864,2,2707.2583,12,2737.8,554.36926,0,0,0,0,0,3588.8545,11,3629.6,960.27386,0,0,0,0,1,3465.9333,9,3409.4,1111.5651,4425.8496,2,4425.8496,648.3461,1,3032.4048,21,3030.4,900.70416,4425.8496,2,4425.8496,648.3461,1,2,3262.1526,19,3323.4,717.20166,2763,3,2446.4,1006.37054
103773,4022,2170.2678,59,2056.3,696.21545,4013.3,1,4013.3,0,0,2256.1917,12,2186.2,556.44434,0,0,0,0,0,2149.45,12,2051.6,566.08276,0,0,0,0,0,1845.0667,12,1881.35,335.8688,0,0,0,0,0,1822.4417,12,1823.8,432.3834,0,0,0,0,0,2833.4546,11,2599.1,1011.5635,4013.3,1,4013.3,0,0,2317.774,23,2201.9,881.11786,4013.3,1,4013.3,0,0,0,2202.8208,24,2143.95,551.6474,0,0,0,0
103790,3758,2642.2773,53,2430.1,955.0585,2680.5,7,2683.1,680.56757,0,2590.4546,11,2279.7,834.526,3923.6,1,3923.6,0,0,2953.6,11,2012.6,1597.5726,2279.9,1,2279.9,0,0,2203.3667,12,2112.1,620.4522,0,0,0,0,0,2501.4917,12,2474.25,416.99457,0,0,0,0,0,3228.257,7,3491.1,676.7864,2512,5,2683.1,482.51782,0,2580.958,19,2493.1,803.6958,2512,5,2683.1,482.51782,0,0,2772.0273,22,2276.35,1257.5872,3101.75,2,3101.75,1162.2716
103853,5279,2252.0837,43,2119.1,839.7941,2869.98,5,3255.3,830.2005,12,2253.8223,9,1774.2,1225.7272,2303,1,2303,0,2,2008.1714,7,1949.9,724.37976,0,0,0,0,5,2248.2,11,2339.6,734.17395,3760.9,1,3760.9,0,0,2254.611,9,2165.6,664.2679,3303.3,1,3303.3,0,2,2496.6143,7,2171.7,884.8411,2491.35,2,2491.35,1080.3884,3,2344.8054,18,2254.15,780.3377,2914.5332,3,3255.3,1058.7124,3,7,2146.35,16,1856.1001,1013.41724,2303,1,2303,0
103941,4269,2058.7803,56,1953.25,658.3367,2720.1,2,2720.1,664.9633,2,1966.2091,11,1851,674.0309,2249.9,1,2249.9,0,0,2433.982,11,2414,994.4357,0,0,0,0,1,1683.9584,12,1691.6001,437.81512,0,0,0,0,0,2113.675,12,2133.15,488.83026,0,0,0,0,0,2131.8,10,2099.6,372.6787,3190.3,1,3190.3,0,1,1887.5227,22,1870.85,460.45953,3190.3,1,3190.3,0,1,1,2200.0955,22,1962.45,862.8762,2249.9,1,2249.9,0
103989,6499,2636.8574,54,2423.55,993.0781,3210.08,5,3646.5,1023.42,1,3165.4,10,2942,1097.5708,4170.2,1,4170.2,0,1,3389.6545,11,3382.3,1191.081,2242.4,1,2242.4,0,0,2066.7083,12,2047.95,592.64386,0,0,0,0,0,1976.6455,11,2027.8,445.52185,3646.5,1,3646.5,0,0,2690.65,10,2653.45,635.95654,2995.65,2,2995.65,1431.3962,0,2350.318,22,2281.4,677.07117,2995.65,2,2995.65,1431.3962,0,1,3282.8667,21,3122.8,1124.5471,3206.3,2,3206.3,1363.1606
104001,7383,2876.1167,54,2792.1,782.946,4193.06,5,4033.1,671.7138,1,2814.1545,11,2835.7,540.3561,4567.6,1,4567.6,0,0,3252.8445,9,3007.9,1101.5973,4351.3335,3,4033.1,658.76917,0,2238.6333,12,2139.6,476.68436,0,0,0,0,0,3248.209,11,2808.7,835.6788,0,0,0,0,1,2953.191,11,2830.4,509.28024,3343.7,1,3343.7,0,0,2580.3782,23,2623.1,603.9088,3343.7,1,3343.7,0,0,0,3011.565,20,2857.65,845.4398,4405.4,4,4300.35,548.6445
104004,5560,2798.061,54,2671.75,829.72656,3501.5332,6,3478.95,1058.6631,0,2808.1401,10,2897.75,668.9253,2528.85,2,2528.85,340.8961,0,2727.95,10,2663.95,677.8066,3525.15,2,3525.15,104.5812,0,2618.65,12,2585.3,671.9048,0,0,0,0,0,2468.9917,12,2427.0498,781.7851,0,0,0,0,0,3468.27,10,3370.4,1075.4298,4450.6,2,4450.6,1334.8762,0,3004.8408,22,2787.85,958.9763,4450.6,2,4450.6,1334.8762,0,0,2768.045,20,2730.2,656.7102,3027,4,3110.5498,610.94495
104010,3821,2823.2144,42,2661.5,960.0227,3093.4133,15,2940,1347.1079,3,2613.8777,9,2661.5,438.80548,2331.7,3,2459,1840.6544,0,3504.3572,7,3667.5,1266.9764,4014.26,5,4189.4,936.1082,0,2519.5544,11,2571,652.9489,1103.6,1,1103.6,0,0,2412.1501,10,2255.2002,629.35223,0,0,0,0,2,3736.6,5,3124.1,1437.8748,3038.5332,6,2841.45,1016.53735,1,2899.8813,16,2723.6,1083.9736,2762.1143,7,2742.9,1181.5143,1,0,3003.4624,16,2778.2,976.18414,3383.3,8,3843.2998,1492.3306
104019,4168,2705.0437,48,2608.65,877.87305,4117.1626,8,4391.0996,929.767,4,2443.3667,9,2354.1,855.076,3950.7,3,4482.8,1548.5045,0,2821.2666,9,2643.6,904.08673,3911.9666,3,3995.1,434.9993,0,2201.7666,12,2173,627.47266,0,0,0,0,0,2707.0874,8,2714.1,669.4486,4826.4,1,4826.4,0,3,3438.25,10,3503.6,895.14325,4522.9,1,4522.9,0,1,2763.8044,22,2620.25,973.014,4522.9,1,4522.9,0,1,0,2632.3167,18,2518.7998,875.51196,3931.3333,6,4147.25,1017.49023
104059,5723,2492.2075,53,2343,836.35254,2620.16,5,2993.3,905.71027,2,2413.01,10,2255.75,863.05853,2126.35,2,2126.35,1226.0525,0,2788.4668,9,2417.2,1022.7791,2878.6,2,2878.6,967.0391,1,2302.4092,11,2313.3,790.2662,0,0,0,0,1,2466.5918,12,2442.2,826.3958,0,0,0,0,0,2539.5544,11,2590.5,791.3233,3090.9,1,3090.9,0,0,2420.982,22,2367.2002,781.22125,3090.9,1,3090.9,0,1,1,2590.858,19,2293.4,935.1229,2502.475,4,2594.05,1000.70795
104068,7426,1851.0883,51,1726.6,625.0698,2395.3223,9,2519.7,612.3614,0,2039.62,10,2010.75,619.0336,2651.65,2,2651.65,61.871845,0,2308.6445,9,1964.7,905.3024,2614.4666,3,2895.9,914.6223,0,1558.8833,12,1605.45,375.8289,0,0,0,0,0,1829.5,11,1878.8,577.2625,2126.8,1,2126.8,0,0,1600.0444,9,1605.6,317.7207,2094.8,3,2348,593.49384,0,1576.5238,21,1605.6,344.2387,2094.8,3,2348,593.49384,0,0,2167.0527,19,2003.6,758.22266,2629.3398,5,2695.4,647.79535
104078,4808,2850.285,33,2547.1,802.27783,2957.1682,22,2797.9502,1033.6202,5,2846.6777,9,2515,908.18054,2446.1,3,2795.6,609.42664,0,2822.575,4,2528.4,642.2098,2820.2715,7,2694.9,673.70386,1,2537.8167,12,2379.9,894.99255,0,0,0,0,0,3203.8,1,3203.8,0,3135.3555,9,2632.8,1446.0391,2,3355.9143,7,3350.8,378.7262,3253.1,3,2973.4,623.8001,2,2839.221,19,2882.5,837.6776,3253.1,3,2973.4,623.8001,2,1,2839.2615,13,2515,808.1483,2708.02,10,2745.25,646.36346
104084,7947,1997.5906,53,1934.2,623.17523,2816.3142,7,2747.5,299.64862,0,2212.27,10,2312.65,642.4098,2932.95,2,2932.95,262.26584,0,2259.92,10,2018.35,898.6764,2935.25,2,2935.25,303.278,0,1583.7833,12,1663.4,324.141,0,0,0,0,0,1885.2583,12,1975,496.7114,0,0,0,0,0,2169.1,9,2045,463.89044,2659.2666,3,2485.4,352.4796,0,1834.6333,21,1788.1,481.62308,2659.2666,3,2485.4,352.4796,0,0,2236.095,20,2137.6,760.68317,2934.1,4,2932.95,231.49242
104153,8166,2190.788,59,2122.2,668.3296,1902.7,1,1902.7,0,0,2380.1333,12,2223.1,817.6907,0,0,0,0,0,2404.4417,12,2352,552.5823,0,0,0,0,0,2000.8833,12,1871.95,656.1399,0,0,0,0,0,1869.275,12,1779.35,551.7385,0,0,0,0,0,2309.0637,11,2390.8,656.01447,1902.7,1,1902.7,0,0,2148.274,23,2144.4,660.03925,1902.7,1,1902.7,0,0,0,2392.2876,24,2317.25,682.6153,0,0,0,0
104156,5795,2692.1018,57,2516.8,957.7131,2564.2,2,2564.2,385.79752,1,3142.4636,11,2563.4,1366.4825,2291.4,1,2291.4,0,0,2659.8167,12,2518.2002,725.6356,0,0,0,0,0,2250.8167,12,2168.4502,603.6652,0,0,0,0,0,2677.1665,12,2501.85,929.10895,0,0,0,0,0,2782.91,10,2693.4502,984.85815,2837,1,2837,0,1,2492.6772,22,2330.7,824.6889,2837,1,2837,0,1,0,2890.648,23,2563.4,1082.9606,2291.4,1,2291.4,0
104161,4104,1899.4259,58,1770.95,655.40125,1474.3,1,1474.3,0,1,2151.3818,11,1654.9,933.2403,1474.3,1,1474.3,0,0,1950.6833,12,2134.4,568.64484,0,0,0,0,0,1561.2667,12,1470.75,408.21902,0,0,0,0,0,1706.6833,12,1765.8,426.16385,0,0,0,0,0,2170.7183,11,2154.9,709.2118,0,0,0,0,1,1852.7434,23,1760.4,639.40936,0,0,0,0,1,0,2046.6696,23,1957,753.70215,1474.3,1,1474.3,0
104207,7855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104232,5020,2401.0981,56,2298.65,668.5167,2738,4,2673.45,518.6579,0,2770.67,10,2634.15,606.9186,3035.25,2,3035.25,558.6851,0,2621.9092,11,2332.4,760.6465,2706.7,1,2706.7,0,0,2079.7666,12,2079.7,536.9724,0,0,0,0,0,2371.9417,12,2280.4,685.4701,0,0,0,0,0,2226.6636,11,2083.1,604.3931,2174.8,1,2174.8,0,0,2150.0217,23,2083.1,561.9967,2174.8,1,2174.8,0,0,0,2692.7476,21,2585,678.85565,2925.7334,3,2706.7,438.23083
104235,4102,2558.065,54,2407.8,747.19806,3904.35,4,3652.35,1130.425,2,2591.2546,11,2453,653.3748,2826.3,1,2826.3,0,0,2383.21,10,2209.4,833.9879,5486.4,1,5486.4,0,1,2453.6667,12,2413.7,676.28925,0,0,0,0,0,2613.1455,11,2615.1,699.00964,0,0,0,0,1,2761.1,10,2529.6,957.4223,3652.35,2,3652.35,203.71736,0,2593.4092,22,2499.15,810.54047,3652.35,2,3652.35,203.71736,0,1,2492.1858,21,2351.5,733.33234,4156.35,2,4156.35,1880.9746
104263,4095,2124.3596,52,1985.75,782.31177,2662.4624,8,2185.75,1174.8975,0,2491.4272,11,2397.8,1114.937,5156.9,1,5156.9,0,0,2253.7454,11,2350.2,711.0302,2793.6,1,2793.6,0,0,1652.2091,11,1384.2,524.15894,1847.9,1,1847.9,0,0,2175.99,10,2088,596.3018,2665.4,2,2665.4,1213.6782,0,2037.289,9,1940.1,667.56616,2056.8333,3,1977.6,305.26202,0,1825.495,20,1659.3,608.994,2004.6,4,1912.75,270.25275,0,0,2372.5864,22,2386.25,920.5897,3975.25,2,3975.25,1671.1053
104393,3971,1899.0582,55,1681.4,879.3409,1936.85,4,1817.65,372.1487,1,1894.3636,11,1746.8,623.38416,1632.6,1,1632.6,0,0,1930.23,10,1691.05,885.0732,2146.65,2,2146.65,470.72095,0,1525.1545,11,1261.9,616.88824,0,0,0,0,1,1487.8273,11,1413.1,404.2447,1821.5,1,1821.5,0,0,2597.0916,12,2232.75,1210.7109,0,0,0,0,0,2084.426,23,1771,1098.0165,0,0,0,0,1,0,1911.4429,21,1700.7,739.6961,1975.3,3,1813.8,445.95023
104511,3919,2612.6118,51,2402,861.02246,3069.6714,7,2994.9,813.2436,2,2461.9636,11,2310.1,959.7004,0,0,0,0,1,2824.27,10,2609.35,1020.6628,2709.35,2,2709.35,246.42671,0,2236.225,12,2182.2002,425.80777,0,0,0,0,0,2690.96,10,2642.9,720.3148,2609.1,2,2609.1,1011.7284,0,3021.825,8,3138.45,1070.3258,3616.9333,3,3327.5,806.681,1,2550.465,20,2310.1,826.4069,3616.9333,3,3327.5,806.681,1,1,2634.4905,21,2402,981.6721,2709.35,2,2709.35,246.42671
104525,3858,2454.354,50,2271.85,799.4415,2640.98,10,2406.2,1042.9138,0,2519.9363,11,2133.2,1027.2837,1846.7,1,1846.7,0,0,2370.34,10,2145.6,886.14716,2672.05,2,2672.05,1050.69,0,2411.94,10,2337.5498,716.8378,2121.15,2,2121.15,507.34903,0,2664.27,10,2881.5498,654.5716,3636.6501,2,3636.6501,2255.7415,0,2281.4333,9,2075.1,739.02594,2567.8,3,2478.9,289.18677,0,2350.121,19,2128.8,710.0337,2389.14,5,2478.9,407.4483,0,0,2448.7,21,2133.2,941.74445,2396.9333,3,1929.1,882.6337
104563,3956,2648.4849,53,2418.4,898.37634,3466.2166,6,3489.45,927.8465,1,2794.1,10,3054.8,784.8097,3203.8,1,3203.8,0,1,3041.4727,11,2622.3,1052.3009,3687.7,1,3687.7,0,0,2398.7166,12,2074.7,751.12787,0,0,0,0,0,2301.1,11,2082.1,1081.5043,4413.3,1,4413.3,0,0,2763.9778,9,2666.2,646.3211,3164.1667,3,3291.2,1227.988,0,2555.257,21,2418.4,715.33594,3164.1667,3,3291.2,1227.988,0,1,2923.6763,21,2874.5,920.25116,3445.75,2,3445.75,342.1689
104590,5794,1962.4429,56,1882.7,622.0795,3401.35,4,3054.5,1136.2499,0,1813.7,11,1780.4,392.2839,5050.5,1,5050.5,0,0,2443.7917,12,2315.65,875.46844,0,0,0,0,0,1692.4834,12,1673.05,404.76007,0,0,0,0,0,1630.7,12,1584.9,342.4376,0,0,0,0,0,2304.7112,9,2362.2,493.58737,2851.6333,3,3053.9,351.37595,0,1954.8667,21,1916.8,532.86145,2851.6333,3,3053.9,351.37595,0,0,2142.4434,23,2083.9,746.15027,5050.5,1,5050.5,0
104682,4019,2587.5735,53,2409.7,674.2035,3415.4668,6,3228.9502,1044.8092,1,2566.4727,11,2404.7,441.88126,2170.8,1,2170.8,0,0,2762.6182,11,2576.3,927.86523,0,0,0,0,1,2224.775,12,2282,475.06915,0,0,0,0,0,2973.622,9,2584.6,816.60034,4234.9336,3,4277.1,740.4509,0,2506.15,10,2528.4,462.88742,2808.6,2,2808.6,247.48738,0,2352.6726,22,2346.2,480.21957,2808.6,2,2808.6,247.48738,0,1,2664.5454,22,2408.6,716.2578,2170.8,1,2170.8,0
104727,3863,1993.0474,57,1895.4,738.8249,3197.7334,3,3376.6,548.23883,0,2232.4182,11,1892.8,1016.62885,2582.4,1,2582.4,0,0,1818.1637,11,1920.4,544.147,3376.6,1,3376.6,0,0,1537.475,12,1696.35,379.54138,0,0,0,0,0,2182.8418,12,1991.55,923.84296,0,0,0,0,0,2218.5,11,2269.3,430.16577,3634.2,1,3634.2,0,0,1863.1826,23,1831.9,526.4277,3634.2,1,3634.2,0,0,0,2025.2909,22,1906.6001,823.4694,2979.5,2,2979.5,561.58435
104785,4156,1863.756,59,1740.4,641.81824,2091.8,1,2091.8,0,0,1863.6833,12,1818.8,418.8371,0,0,0,0,0,2192.9363,11,2039.7,827.38824,2091.8,1,2091.8,0,0,1496.2,12,1535,357.36868,0,0,0,0,0,1716.2417,12,1652.1499,610.4631,0,0,0,0,0,2077.15,12,1899.45,738.0407,0,0,0,0,0,1786.6749,24,1609.15,640.0271,0,0,0,0,0,0,2021.1522,23,1905.3,653.57574,2091.8,1,2091.8,0
104816,7621,2315.6055,55,2169.1,775.42786,3564.15,4,3661,984.91656,1,2434.03,10,2401,761.2139,3883.7998,2,3883.7998,972.97876,0,1860.2,11,1686.9,435.7174,0,0,0,0,1,2087.2168,12,2212.3,582.4661,0,0,0,0,0,2286.9727,11,1908.1,969.3301,2362.8,1,2362.8,0,0,2941.1365,11,2956.8,697.6675,4126.2,1,4126.2,0,0,2495.613,23,2409.7,762.29877,4126.2,1,4126.2,0,0,1,2133.4524,21,1975,664.7677,3883.7998,2,3883.7998,972.97876
104836,3924,2577.1462,54,2408.45,875.0808,3016.15,4,2985.5,776.09894,2,2471.65,10,2440.2,556.23553,2348.45,2,2348.45,56.497765,0,2861.482,11,2566,1115.5386,0,0,0,0,1,2166.15,12,2089.2,452.23425,0,0,0,0,0,2058.0889,9,2066.6,467.6984,3683.85,2,3683.85,143.18912,1,3204.7083,12,3109.1,1008.0923,0,0,0,0,0,2685.4292,24,2467.95,930.1717,0,0,0,0,0,1,2675.8477,21,2538.7,895.1221,2348.45,2,2348.45,56.497765
