scaling,matrix_type,coefficient,mc_correction,file_paths,prop_sig
unscaled,wcor,sex,bonferroni,/home/fengling/Documents/IMCo_analyses/ALFF_BASIL_IDEMO/output/niftis/pvals/adjusted/unscaled_wcor_sex_bonferroni.nii.gz,3.902134467553752e-5
unscaled,wcor,sex,fdr05,/home/fengling/Documents/IMCo_analyses/ALFF_BASIL_IDEMO/output/niftis/pvals/adjusted/unscaled_wcor_sex_fdr05.nii.gz,6.828735318219065e-5
unscaled,wcor,sex,unadjusted,/home/fengling/Documents/IMCo_analyses/ALFF_BASIL_IDEMO/output/niftis/pvals/adjusted/unscaled_wcor_sex_unadjusted.nii.gz,0.07832559409997268
unscaled,wcor,sex-age,bonferroni,/home/fengling/Documents/IMCo_analyses/ALFF_BASIL_IDEMO/output/niftis/pvals/adjusted/unscaled_wcor_sex-age_bonferroni.nii.gz,0
unscaled,wcor,sex-age,fdr05,/home/fengling/Documents/IMCo_analyses/ALFF_BASIL_IDEMO/output/niftis/pvals/adjusted/unscaled_wcor_sex-age_fdr05.nii.gz,0
unscaled,wcor,sex-age,unadjusted,/home/fengling/Documents/IMCo_analyses/ALFF_BASIL_IDEMO/output/niftis/pvals/adjusted/unscaled_wcor_sex-age_unadjusted.nii.gz,0.0577028134389511
alff,modality,age,bonferroni,/home/fengling/Documents/IMCo_analyses/ALFF_BASIL_IDEMO/output/niftis/pvals/modality_adjusted/alff_age_bonferroni.nii.gz,0.3787119054122605
alff,modality,age,fdr05,/home/fengling/Documents/IMCo_analyses/ALFF_BASIL_IDEMO/output/niftis/pvals/modality_adjusted/alff_age_fdr05.nii.gz,0.7970109649978538
alff,modality,age,unadjusted,/home/fengling/Documents/IMCo_analyses/ALFF_BASIL_IDEMO/output/niftis/pvals/modality_adjusted/alff_age_unadjusted.nii.gz,0.8069906738986226
alff,modality,sex,bonferroni,/home/fengling/Documents/IMCo_analyses/ALFF_BASIL_IDEMO/output/niftis/pvals/modality_adjusted/alff_sex_bonferroni.nii.gz,0.07767198657665743
alff,modality,sex,fdr05,/home/fengling/Documents/IMCo_analyses/ALFF_BASIL_IDEMO/output/niftis/pvals/modality_adjusted/alff_sex_fdr05.nii.gz,0.6529246497834316
alff,modality,sex,unadjusted,/home/fengling/Documents/IMCo_analyses/ALFF_BASIL_IDEMO/output/niftis/pvals/modality_adjusted/alff_sex_unadjusted.nii.gz,0.6921118351738401
alff,modality,sex-age,bonferroni,/home/fengling/Documents/IMCo_analyses/ALFF_BASIL_IDEMO/output/niftis/pvals/modality_adjusted/alff_sex-age_bonferroni.nii.gz,0.04499161041089476
alff,modality,sex-age,fdr05,/home/fengling/Documents/IMCo_analyses/ALFF_BASIL_IDEMO/output/niftis/pvals/modality_adjusted/alff_sex-age_fdr05.nii.gz,0.5850372653841651
alff,modality,sex-age,unadjusted,/home/fengling/Documents/IMCo_analyses/ALFF_BASIL_IDEMO/output/niftis/pvals/modality_adjusted/alff_sex-age_unadjusted.nii.gz,0.6395110625512155
