bblid,scanid,idemoExclude,idemoExcludeVoxelwise,idemoNoDataExclude,idemoRelMeanRMSMotion,idemoRelMeanRMSMotionExclude,idemoRelMaxRMSMotion,idemoRelMaxRMSMotionExclude,idemoNormCrossCorr,idemoNormCoverage,idemoCoregCrossCorr,idemoCoregCoverage,idemoVoxelwiseCoverageExclude,idemoMeanActivationExclude,idemoRpsMapCorrectionNotApplied
95624,3529,0,0,0,0.0395654,0,0.284921,0,0.84629778,0.9978837892,0.81220171,0.9986283937,0,0,1
88859,3532,0,0,0,0.0727765,0,0.31921,0,0.8372844,0.9978465694,0.81309338,0.9978798622,0,0,0
85822,3534,0,0,0,0.0223523,0,0.0588843,0,0.84619381,0.9986654048,0.81706324,0.9986763186,0,0,0
87457,3535,0,0,0,0.0303425,0,0.12081,0,0.84387819,0.9919179889,0.82063964,0.9933503674,0,0,0
88094,3536,0,0,0,0.0465514,0,0.227116,0,0.8506769,0.9973839807,0.82427237,0.9982922774,0,0,0
90113,3540,0,0,0,0.0305869,0,0.220306,0,0.84853037,0.9976657876,0.82606831,0.9975456064,0,0,0
88918,3541,1,1,0,0.199743,0,6.43246,1,0.85099273,0.9932525842,0.83298277,0.9943198823,0,0,0
88773,3543,0,0,0,0.11495,0,0.751428,0,0.84762349,0.9969905143,0.82917719,0.9975720621,0,0,0
83708,3564,0,0,0,0.0588096,0,0.204348,0,0.8514188,0.9963577779,0.82863028,0.9975001582,0,0,0
91956,3567,0,0,0,0.0991323,0,0.753999,0,0.84232687,0.9980433026,0.81961604,0.9984472494,0,0,0
86287,3568,0,0,0,0.126522,0,2.46292,0,0.85039033,0.9960174827,0.82668216,0.9954596953,0,0,0
98277,3569,0,0,0,0.027967,0,0.109422,0,0.83349141,0.9991864818,0.8147383,0.999648831,0,0,0
88075,3575,0,0,0,0.0296175,0,0.0919839,0,0.84637818,0.9681292272,0.81857284,0.971055899,0,0,0
91469,3578,0,0,0,0.0827191,0,0.412265,0,0.85557669,0.9934759029,0.83356454,0.9936336138,0,0,1
85948,3579,0,0,0,0.0352967,0,0.249337,0,0.84774975,0.9832936323,0.82086306,0.9849666962,0,0,0
92043,3581,1,1,1,NA,0,NA,0,NA,NA,NA,NA,0,0,1
90877,3582,0,0,0,0.0541974,0,0.352539,0,0.86157033,0.9955814795,0.83229542,0.9970140392,0,0,0
97565,3583,1,1,0,0.224326,0,7.89123,1,0.85904807,0.9852609639,0.83101289,0.986968401,0,0,0
86583,3584,0,0,0,0.0347567,0,0.0910217,0,0.83841726,0.9707718321,0.81371504,0.9733160519,0,0,0
93808,3586,0,0,0,0.132204,0,0.650959,0,0.85492997,0.99173189,0.83817266,0.9923238118,0,0,0
85286,3594,0,0,0,0.041881,0,0.101907,0,0.83845974,0.995842018,0.81186927,0.9968076341,0,0,0
89534,3595,0,0,0,0.0433068,0,0.316054,0,0.838029,0.9966502191,0.81257157,0.9974486914,0,0,0
91241,3596,0,0,0,0.0354367,0,0.44388,0,0.84923856,0.9973946149,0.82603163,0.9982770162,0,0,0
93759,3598,0,0,0,0.0316473,0,0.222998,0,0.85041353,0.9963365095,0.82112201,0.9975197595,0,0,0
98450,3599,0,0,0,0.104304,0,0.987009,0,0.86916041,0.9930452168,0.84617194,0.9960844596,0,0,0
95930,3600,0,0,0,0.354198,0,2.97422,0,0.85578912,0.9951880132,0.82923932,0.9952071288,0,0,0
90042,3609,0,0,0,0.0659996,0,0.781165,0,0.83729652,0.9893764091,0.80856582,0.988696834,0,0,0
83580,3610,0,0,0,0.0214531,0,0.0558211,0,0.8437851,0.983798758,0.81365994,0.9846014226,0,0,0
84356,3611,1,1,1,NA,0,NA,0,NA,NA,NA,NA,0,0,1
92669,3613,0,0,0,0.0291286,0,0.199249,0,0.84093679,0.9960015314,0.81554763,0.9970882495,0,0,0
98320,3614,1,1,0,0.0956927,0,0.429084,0,0.85864962,0.9964747544,0.83008045,0.997457788,0,1,0
93787,3615,0,0,0,0.031585,0,0.110748,0,0.85412138,0.9962992897,0.82389755,0.9969465087,0,0,0
93734,3616,0,0,0,0.0548881,0,0.206686,0,0.84625917,0.9928378494,0.81459233,0.9936097997,0,0,0
93879,3618,0,0,0,0.174034,0,2.18602,0,0.8494778,0.9970117828,0.82415209,0.9984214546,0,0,0
93469,3633,0,0,0,0.0349565,0,0.44862,0,0.84492633,0.9803160492,0.81263428,0.9815276168,0,0,0
91555,3634,0,0,0,0.193803,0,2.777,0,0.83619101,0.9752754265,0.81262271,0.9772974225,0,0,0
93341,3635,0,0,0,0.0480826,0,0.253437,0,0.84928016,0.9831447531,0.81200794,0.9841237721,0,0,0
98314,3637,0,0,0,0.339281,0,5.49641,0,0.8579361,0.9885522566,0.84070937,0.9922154999,0,0,0
94848,3638,0,0,0,0.0452149,0,0.344124,0,0.84394726,0.9972031988,0.82075204,0.9983843499,0,0,0
92193,3643,0,0,0,0.0498073,0,0.163628,0,0.84934376,0.9889829428,0.81390556,0.9898876186,0,0,0
90428,3645,0,0,0,0.111828,0,1.15266,0,0.85517076,0.9956931388,0.82664171,0.9961734644,0,0,0
90262,3646,0,0,0,0.0615026,0,0.453826,0,0.83951472,0.9959111405,0.81414549,0.9968783181,0,0,0
88760,3647,0,0,0,0.0401592,0,0.167734,0,0.83890786,0.9944648858,0.81208399,0.9942033368,0,0,0
93206,3648,0,0,0,0.0315333,0,0.0941478,0,0.83854197,0.9781945213,0.80812049,0.9797370149,0,0,0
99436,3649,0,0,0,0.0756898,0,1.61776,0,0.85336338,0.9910300311,0.82304842,0.9921292665,0,0,0
91404,3651,0,0,0,0.0605971,0,0.605355,0,0.84385607,0.9873559063,0.81677656,0.9897697125,0,0,0
87862,3653,0,0,0,0.0675086,0,0.399146,0,0.83992366,0.9722606236,0.81168307,0.9704606095,0,0,0
93161,3663,0,0,0,0.119622,0,0.530607,0,0.84035674,0.9957782126,0.81331198,0.9974610376,0,0,0
93891,3664,0,0,0,0.403589,0,4.84411,0,0.82224839,0.9828629462,0.80836543,0.9850428421,0,0,0
85230,3667,0,0,0,0.0298629,0,0.209042,0,0.84816404,0.9853938918,0.81618175,0.9869443125,0,0,0
95939,3668,0,0,0,0.0827538,0,0.272035,0,0.84335226,0.9963524608,0.81981571,0.9976721906,0,0,0
92891,3670,0,0,0,0.100824,0,1.60903,0,0.84796649,0.9795876048,0.81729614,0.9816298681,0,0,0
88229,3672,0,1,0,0.0218399,0,0.112815,0,0.83924404,0.9905568081,0.81070469,0.9922996572,1,0,0
98253,3675,0,0,0,0.085383,0,0.70327,0,0.84223437,0.9935928794,0.81946904,0.9950712355,0,0,0
87990,3676,0,0,0,0.122316,0,0.769351,0,0.8559395,0.9951614276,0.82391771,0.9957178287,0,0,0
82489,3677,0,0,0,0.0346793,0,0.137636,0,0.8434412,0.9970862223,0.80823233,0.9978962851,0,0,0
96651,3681,0,0,0,0.155718,0,1.81539,0,0.84222108,0.9978837892,0.82307192,0.998841981,0,0,0
93862,3682,0,0,0,0.0827987,0,0.913203,0,0.84877599,0.9985537454,0.82544238,0.9990213496,0,0,0
92211,3683,0,0,0,0.0312914,0,0.108269,0,0.85854859,0.9933270237,0.83281782,0.9951026566,0,0,0
93726,3692,1,1,1,NA,0,NA,0,NA,NA,NA,NA,0,0,1
102350,3699,0,0,0,0.0684966,0,0.828214,0,0.84360576,0.9951295249,0.82267408,0.996661198,0,0,0
99428,3700,0,0,0,0.0473534,0,0.285942,0,0.84921669,0.9953900634,0.82413352,0.9973677327,0,0,0
99433,3701,0,0,0,0.0428604,0,0.304193,0,0.83807351,0.99674061,0.80854532,0.9975153717,0,0,0
93588,3702,0,0,0,0.0413153,0,0.278309,0,0.84416102,0.9950710367,0.81762684,0.996526823,0,0,0
91393,3703,0,0,0,0.0541272,0,0.202622,0,0.84670401,0.9981443278,0.83443138,0.9989441143,0,0,0
86722,3705,1,1,0,0.106171,0,0.503554,0,0.85390314,0.9912054958,0.82289874,0.992350776,0,1,0
98532,3708,0,0,0,0.0425965,0,0.192188,0,0.84065302,0.9953368923,0.81626632,0.9965837113,0,0,0
95015,3709,1,1,0,1.62009,1,7.56595,1,0.88530719,0.9915883279,0.86075092,0.9940919313,0,0,0
98567,3710,1,1,0,0.343407,0,3.58432,0,0.86579026,0.995134842,0.83946157,0.9954492255,0,1,0
92275,3711,0,0,0,0.0876112,0,0.491588,0,0.85131472,0.9929973628,0.82633801,0.9926062931,0,0,0
90369,3712,0,0,0,0.0392921,0,0.396721,0,0.84348945,0.9969798801,0.81259716,0.9976238389,0,0,0
93275,3713,0,0,0,0.0967962,0,0.278547,0,0.85683601,0.995937726,0.82002947,0.996540517,0,0,1
91262,3714,0,0,0,0.0325291,0,0.0680194,0,0.84861645,0.9973627122,0.82445607,0.9984130571,0,0,0
81047,3724,0,0,0,0.0316916,0,0.220824,0,0.84275426,0.9964747544,0.80944045,0.9960708542,0,0,0
92962,3725,0,1,0,0.029529,0,0.164645,0,0.83220205,0.9548736655,0.80101609,0.9564670837,1,0,0
99410,3726,0,0,0,0.0577959,0,0.286694,0,0.84537556,0.9872974181,0.82059464,0.985822795,0,0,0
93949,3727,1,1,0,0.826536,1,9.04284,1,0.86407417,0.9884671828,0.83808331,0.9904455349,0,0,0
84970,3728,0,1,0,0.0485642,0,0.512657,0,0.82620908,0.9452018376,0.79758878,0.947034751,1,0,0
105525,3730,0,0,0,0.0359823,0,0.284968,0,0.84713334,0.9895944107,0.82074648,0.9906688619,0,0,1
88844,3731,0,0,0,0.169631,0,2.64297,0,0.82998399,0.968783232,0.80594051,0.9691827803,0,0,0
106228,3736,0,0,0,0.249532,0,3.13804,0,0.84732554,0.9775564678,0.81533523,0.9795764828,0,0,0
98311,3738,0,0,0,0.255685,0,3.39806,0,0.85846292,0.9939225404,0.83154078,0.9957177896,0,0,0
93919,3739,0,1,0,0.327706,0,3.7606,0,0.82352935,0.9593028202,0.79829113,0.9770332415,1,0,0
89878,3741,0,0,0,0.0592869,0,0.464044,0,0.85164249,0.9819909397,0.82191998,0.9820480518,0,0,1
81323,3742,0,0,0,0.029363,0,0.132751,0,0.83689665,0.9973201753,0.81535809,0.9975169257,0,0,0
94144,3755,1,1,1,NA,0,NA,0,NA,NA,NA,NA,0,0,1
93952,3756,0,0,0,0.034397,0,0.129205,0,0.82725993,0.9981709133,0.79984224,0.9982839582,0,0,0
103537,3757,0,0,0,0.0491827,0,0.260982,0,0.84281441,0.9959005062,0.8226417,0.9971033944,0,0,0
103790,3758,0,0,0,0.0631723,0,0.295585,0,0.84179197,0.99197116,0.81206944,0.9906551989,0,0,0
94108,3759,0,0,0,0.100775,0,2.00436,0,0.84951429,0.9948477179,0.82077471,0.9954181629,0,0,0
90946,3765,0,0,0,0.0552404,0,0.442565,0,0.84109239,0.9978040325,0.81358231,0.9982622394,0,0,0
94113,3792,0,0,0,0.365632,0,5.26139,0,0.85330963,0.9937258072,0.83669522,0.993839132,0,0,0
97415,3793,0,0,0,0.0755362,0,0.30176,0,0.84952277,0.9839848569,0.82033011,0.9850112839,0,0,0
100300,3794,0,0,0,0.0594532,0,0.255535,0,0.85343227,0.9826608959,0.83184658,0.9840608542,0,0,0
89288,3796,0,0,0,0.0779878,0,0.746652,0,0.84821716,0.9942043473,0.82419224,0.9956656828,0,0,1
91187,3798,0,0,0,0.0316581,0,0.0874514,0,0.83924417,0.9893870433,0.81737565,0.9887754917,0,0,0
103410,3799,0,0,0,0.0421622,0,0.42597,0,0.8569548,0.9946297163,0.82959,0.99530474,0,0,0
100437,3800,0,0,0,0.033385,0,0.168549,0,0.83804431,0.9976338849,0.8100852,0.9979877012,0,0,0
102817,3802,0,0,0,0.0722709,0,0.482451,0,0.84235086,0.997399932,0.81790993,0.9980992254,0,0,0
101368,3804,0,0,0,0.0854851,0,0.277287,0,0.84330738,0.9978784721,0.80712415,0.9973680803,0,0,0
100783,3805,1,1,0,2.3118,1,19.9105,1,0.85233904,0.922269131,0.82339332,0.9185134481,1,0,1
99408,3815,0,0,0,0.250967,0,1.64805,0,0.86875157,0.9838253435,0.83863673,0.9869165843,0,0,0
103525,3816,0,0,0,0.110772,0,0.574517,0,0.84697668,0.9949381089,0.82342428,0.9969048655,0,0,0
105767,3817,0,0,0,0.261671,0,5.48351,0,0.85055091,0.9893179208,0.8310876,0.9918582202,0,0,0
100031,3818,0,0,0,0.0630381,0,1.09629,0,0.83492839,0.9961823132,0.80856845,0.9972802316,0,0,0
104978,3820,0,0,0,0.161475,0,2.33869,0,0.86132961,0.9931940959,0.83542023,0.9958807377,0,0,0
104010,3821,0,0,0,0.264246,0,1.72858,0,0.8723823,0.9866274619,0.85906174,0.9900943525,0,0,0
106093,3822,0,0,0,0.0579957,0,0.719549,0,0.85581996,0.9980805224,0.83413237,0.9985539122,0,0,0
102264,3824,1,1,0,0.540083,1,3.35936,0,0.86326332,0.9899187546,0.8237796,0.9909433227,0,0,0
97562,3825,1,1,0,0.238449,0,2.85808,0,0.85609385,0.9947041559,0.83297017,0.9963444531,0,1,0
105334,3826,0,0,0,0.163603,0,1.35874,0,0.86426671,0.9941033222,0.82880496,0.9952267089,0,0,0
101327,3827,1,1,1,NA,0,NA,0,NA,NA,NA,NA,0,0,1
105033,3829,1,1,1,NA,0,NA,0,NA,NA,NA,NA,0,0,1
98588,3830,0,0,0,0.119241,0,1.5638,0,0.84482076,0.9981443278,0.83014615,0.9989315187,0,0,0
80688,3844,0,0,0,0.0441333,0,0.39202,0,0.8460093,0.9945233741,0.81929523,0.9957858608,0,0,0
102467,3845,1,1,1,NA,0,NA,0,NA,NA,NA,NA,0,0,1
97994,3846,0,0,0,0.0332175,0,0.219399,0,0.84038291,0.9986441363,0.8088798,0.9989865302,0,0,0
105332,3852,0,0,0,0.0650356,0,0.511019,0,0.84642303,0.996926709,0.82349334,0.9975479058,0,0,0
105672,3853,1,1,1,NA,0,NA,0,NA,NA,NA,NA,0,0,1
89881,3854,0,0,0,0.042159,0,0.199355,0,0.83332466,0.9841177847,0.79768662,0.9837368388,0,0,0
105522,3855,0,0,0,0.097221,0,1.39475,0,0.84452779,0.9983889149,0.8082727,0.99708431,0,0,0
97667,3856,0,0,0,0.269878,0,1.79862,0,0.8472384,0.9961025565,0.80913212,0.9960955679,0,0,0
104525,3858,0,0,0,0.0293405,0,0.115572,0,0.84806342,0.9971234421,0.8145545,0.996908117,0,0,0
105765,3861,0,0,0,0.211204,0,3.98684,0,0.85015608,0.9951401591,0.83077929,0.996259915,0,0,0
104727,3863,0,0,0,0.0374067,0,0.476649,0,0.84957735,0.989232847,0.82441853,0.9903770628,0,0,0
94164,3865,0,0,0,0.0256506,0,0.119374,0,0.83440697,0.9941724446,0.8078519,0.9960291095,0,0,0
105168,3881,0,0,0,0.0561244,0,0.239612,0,0.84544905,0.9944383003,0.82130056,0.9964136681,0,0,0
91855,3883,0,0,0,0.0436951,0,0.640263,0,0.83956448,0.9963418266,0.81174961,0.9973187819,0,0,0
103720,3884,0,0,0,0.0856844,0,0.860666,0,0.84911273,0.9955070399,0.81963296,0.9958933564,0,0,0
94418,3894,1,1,0,0.965055,1,9.29709,1,0.84738473,0.9766950955,0.81793483,0.9769001588,0,0,0
92970,3895,0,0,0,0.0520256,0,0.378581,0,0.84777222,0.9989418946,0.82276027,0.9993689481,0,0,0
91145,3897,0,0,0,0.0364349,0,0.134613,0,0.84316939,0.9932579013,0.82079013,0.9946188536,0,0,0
96235,3898,0,0,0,0.476459,0,5.05775,0,0.85768787,0.9930611681,0.83109664,0.9930331565,0,0,0
102980,3899,0,0,0,0.034903,0,0.0761782,0,0.84039851,0.9907482241,0.81854022,0.9898049648,0,0,0
92403,3902,0,0,0,0.211283,0,1.63858,0,0.84054595,0.9636203157,0.81010049,0.9594929129,0,0,0
94621,3903,0,0,0,0.127829,0,1.46175,0,0.85407781,0.9968363181,0.83539111,0.9973062974,0,0,0
94599,3904,0,0,0,0.215722,0,2.38785,0,0.85327617,0.9951454763,0.82741569,0.9944756945,0,0,0
106573,3906,0,0,0,0.0478285,0,0.369599,0,0.84537376,0.9800927305,0.82169341,0.9839023156,0,0,0
91335,3907,0,0,0,0.165979,0,1.1512,0,0.85211191,0.9878344464,0.82754037,0.9886262522,0,0,0
98882,3910,0,0,0,0.0933788,0,1.055,0,0.82766979,0.973978051,0.78995743,0.98028356,0,0,0
106800,3911,0,0,0,0.053082,0,0.741203,0,0.84130037,0.9973361266,0.81934249,0.9983115741,0,0,0
97851,3912,0,0,0,0.076258,0,0.472053,0,0.8461148,0.9934865371,0.81752682,0.9941511551,0,0,0
106267,3916,0,0,0,0.0361554,0,0.545957,0,0.82516872,0.996597048,0.80160189,0.9974004401,0,0,0
93051,3918,0,0,0,0.0801554,0,0.911483,0,0.85043204,0.9949859629,0.82313167,0.9951341429,0,0,0
104511,3919,0,0,0,0.101755,0,0.98781,0,0.85459829,0.9912001787,0.82761416,0.9908655909,0,0,0
103171,3922,1,1,0,1.33287,1,7.7943,1,0.83077714,0.939459356,0.80668242,0.9491186259,1,0,0
94324,3923,1,1,0,1.43378,1,21.6415,1,0.86012874,0.9409534647,0.84429817,0.9453231876,1,1,1
104836,3924,0,0,0,0.0652724,0,0.479527,0,0.85147687,0.9862180442,0.82753605,0.9874199786,0,0,0
106717,3927,1,1,0,0.582821,1,3.63232,0,0.86555927,0.9956718704,0.83965923,0.9960334056,0,0,1
106714,3928,1,1,1,NA,0,NA,0,NA,NA,NA,NA,0,0,0
98999,3933,0,0,0,0.036064,0,0.142251,0,0.83859195,0.9982081331,0.81719648,0.9986407145,0,0,0
96012,3934,1,1,0,0.250694,0,1.88912,0,0.84912067,0.999053554,0.82304354,0.9992462445,0,1,0
99268,3950,0,0,0,0.0427757,0,0.524183,0,0.83958028,0.9825332852,0.81601376,0.9826486108,0,0,0
105402,3951,0,0,0,0.0421034,0,0.544827,0,0.85997825,0.9967618785,0.83050037,0.9966487665,0,0,0
102958,3952,0,0,0,0.0496365,0,1.09677,0,0.83141104,0.9924656515,0.81122364,0.9950616144,0,0,0
105799,3953,0,1,0,0.105034,0,0.636585,0,0.81479944,0.956506019,0.78980478,0.968998875,1,0,0
100482,3954,0,0,0,0.0431201,0,0.365152,0,0.84426444,0.9968097325,0.82554099,0.9982559206,0,0,0
104563,3956,0,0,0,0.048193,0,0.350605,0,0.84631338,0.9989153091,0.81609316,0.9993431884,0,0,0
97383,3957,1,1,0,0.483821,0,7.3224,1,0.86299611,0.9866221448,0.84305718,0.9906519985,0,0,0
97106,3960,0,0,0,0.107368,0,1.58443,0,0.84999894,0.9966236336,0.8180325,0.9971727681,0,0,0
87737,3961,0,0,0,0.0956711,0,0.947327,0,0.85655593,0.9936035136,0.84101284,0.9946006673,0,0,0
86946,3962,0,0,0,0.0553789,0,0.280743,0,0.83855577,0.9656355013,0.80951199,0.9679744967,0,0,0
103737,3964,0,0,0,0.0678048,0,0.404479,0,0.85223492,0.9910140798,0.83153379,0.9935242697,0,0,0
98555,3965,1,1,1,NA,0,NA,0,NA,NA,NA,NA,0,0,1
98366,3966,0,0,0,0.0706532,0,0.875531,0,0.83711401,0.9990748225,0.82121967,0.9992339221,0,0,0
109270,3967,0,0,0,0.0301997,0,0.178495,0,0.82984602,0.998202816,0.80191794,0.9987089013,0,0,0
104393,3971,0,0,0,0.0436499,0,0.278422,0,0.84441676,0.9960493854,0.82322578,0.9970154327,0,0,0
99862,3972,0,0,0,0.062485,0,0.645052,0,0.85522867,0.9942681527,0.82897994,0.9943715651,0,0,0
96161,3973,0,0,0,0.14623,0,2.74736,0,0.84032477,0.9956825046,0.8176144,0.9967216166,0,0,0
95116,3998,0,0,0,0.117653,0,1.3523,0,0.84663196,0.9964375346,0.81638429,0.9974608082,0,0,0
87470,4000,0,0,0,0.0974744,0,0.622741,0,0.85442222,0.9920721852,0.82462064,0.9906454846,0,0,0
106982,4001,0,0,0,0.0395931,0,0.272937,0,0.84562857,0.9848781318,0.81482909,0.9850812808,0,0,0
106782,4003,1,1,1,NA,0,NA,0,NA,NA,NA,NA,0,0,1
108805,4004,0,0,0,0.128385,0,0.59622,0,0.84683584,0.9971021737,0.81498901,0.9976214435,0,0,0
94276,4005,0,0,0,0.0559819,0,1.29081,0,0.84108024,0.996549194,0.80827881,0.9974706894,0,0,0
101757,4006,1,1,0,2.49878,1,20.6755,1,0.92165228,0.9651144243,0.90892378,0.8815249161,0,0,1
101501,4007,1,1,0,0.780483,1,21.6937,1,0.85969885,0.9921200392,0.8327481,0.9938024353,0,0,0
100056,4008,0,0,0,0.0298487,0,0.134097,0,0.84986657,0.9924071633,0.82081671,0.9922429577,0,0,0
93856,4009,0,0,0,0.0821712,0,0.761205,0,0.84694093,0.9964215833,0.82134533,0.9975299318,0,0,0
94906,4010,0,0,0,0.210997,0,2.85837,0,0.84913554,0.9971978817,0.82396077,0.9983050481,0,0,0
108631,4011,1,1,0,0.401223,0,7.79595,1,0.83514144,0.9923752606,0.80553584,0.9935465432,0,0,0
104682,4019,0,0,0,0.0472546,0,0.147585,0,0.84787206,0.9815017653,0.81116209,0.9828020022,0,0,0
104848,4021,0,0,0,0.114461,0,0.384583,0,0.84836453,0.9979369604,0.81430522,0.9984348788,0,0,0
103773,4022,0,0,0,0.0542307,0,0.223883,0,0.8407241,0.9842188099,0.80858766,0.9834341759,0,0,0
92312,4030,0,0,0,0.120684,0,1.15712,0,0.8512118,0.9912639841,0.81762736,0.9929328879,0,0,0
93116,4031,0,0,0,0.0509726,0,0.481202,0,0.84389962,0.9889723085,0.81629296,0.9896418931,0,0,0
103659,4032,1,1,0,0.77363,1,4.31888,0,0.8639613,0.9958260667,0.83018144,0.9946964129,0,0,0
95251,4038,0,0,0,0.174615,0,5.75849,0,0.8505383,0.9929176061,0.82562341,0.9948692168,0,0,0
109649,4039,1,1,1,NA,0,NA,0,NA,NA,NA,NA,0,0,1
108202,4040,0,0,0,0.14635,0,1.16599,0,0.84488578,0.9980220342,0.81892877,0.9988564774,0,0,0
94815,4041,1,1,1,NA,0,NA,0,NA,NA,NA,NA,0,0,1
102567,4042,0,1,0,0.133734,0,1.31194,0,0.83937333,0.9595420903,0.80681327,0.9662268193,1,0,0
92554,4043,0,0,0,0.0319969,0,0.172044,0,0.85024442,0.9932259986,0.81690817,0.9949790131,0,0,0
106331,4045,0,1,0,0.223601,0,3.07081,0,0.84080875,0.9574630993,0.81176964,0.9605343127,1,0,0
94572,4046,1,1,1,NA,0,NA,0,NA,NA,NA,NA,0,0,1
109731,4047,1,1,1,NA,0,NA,0,NA,NA,NA,NA,0,0,1
98368,4048,0,0,0,0.0809418,0,1.29408,0,0.82892303,0.9822940151,0.80005336,0.9823851043,0,0,0
105376,4049,0,0,0,0.203123,0,2.32376,0,0.84780656,0.988429963,0.81962663,0.9876904331,0,0,0
93169,4053,1,1,0,0.206769,0,7.13278,1,0.85134731,0.9980113999,0.83014991,0.9987608621,0,0,0
108012,4054,1,1,0,0.576236,1,3.70714,0,0.85207554,0.9915138883,0.83088982,0.9934263395,0,0,0
102422,4063,0,0,0,0.0456227,0,0.204449,0,0.84448921,0.9982932069,0.81706836,0.9986673632,0,0,0
107168,4064,0,0,0,0.0528718,0,0.353138,0,0.83389808,0.9978199839,0.80764011,0.9984365107,0,0,0
108300,4065,0,0,0,0.0969316,0,0.443094,0,0.85202215,0.9981017909,0.82097197,0.9986540341,0,0,0
105370,4066,0,0,0,0.114352,0,1.5653,0,0.85140052,0.9981124251,0.82213286,0.9985512958,0,0,0
103572,4067,0,0,0,0.067779,0,0.346002,0,0.83276995,0.995320941,0.80475032,0.9954542982,0,0,0
93274,4069,0,0,0,0.105919,0,0.898102,0,0.8515456,0.9985537454,0.83301225,0.9991449864,0,0,0
109505,4070,0,0,0,0.059241,0,0.240856,0,0.85804138,0.9954591859,0.84735467,0.9969220655,0,0,0
90508,4071,0,0,0,0.126803,0,1.89129,0,0.85555847,0.9950976222,0.82479764,0.9952800334,0,0,0
95075,4072,1,1,0,0.28484,0,2.32285,0,0.86690581,0.9913862776,0.83943439,0.9937980927,1,1,1
106086,4073,0,0,0,0.0675422,0,0.902363,0,0.84443786,0.9957090902,0.8251036,0.9974324615,0,0,0
91560,4075,0,0,0,0.0302245,0,0.184138,0,0.83295778,0.9962408014,0.81109621,0.9978454761,0,0,0
109321,4076,0,0,0,0.212859,0,1.50199,0,0.85172988,0.9974052491,0.82869353,0.9981211134,0,0,0
102190,4079,0,0,0,0.0513927,0,0.306424,0,0.84675723,0.9987398444,0.82214309,0.9992986547,0,0,0
106006,4081,0,0,0,0.0799129,0,1.58975,0,0.83851225,0.996597048,0.81345592,0.9981776385,0,0,1
95387,4094,1,1,1,NA,0,NA,0,NA,NA,NA,NA,0,0,1
104263,4095,0,0,0,0.0839403,0,0.672973,0,0.83378303,0.9973573951,0.81182222,0.998202835,0,0,0
98529,4101,0,0,0,0.0477569,0,0.359122,0,0.83848024,0.9874781999,0.80533342,0.9881969872,0,0,0
104235,4102,0,0,0,0.0252249,0,0.119198,0,0.83522625,0.9972670042,0.81167537,0.9981406091,0,0,0
99503,4103,0,0,0,0.0891299,0,1.18415,0,0.84545371,0.9930345826,0.82247181,0.993587943,0,0,0
104161,4104,0,0,0,0.0362625,0,0.177956,0,0.84888731,0.9984527203,0.81872232,0.998457706,0,0,0
105166,4111,0,0,0,0.0377937,0,0.197409,0,0.84233595,0.9958632865,0.82390723,0.9972290195,0,0,0
109333,4113,0,0,0,0.12301,0,1.13928,0,0.84520209,0.9991652134,0.821035,0.9992189731,0,0,0
98902,4114,0,0,0,0.036049,0,0.372905,0,0.836658,0.9957622613,0.8092119,0.9969999642,0,0,0
102760,4117,1,1,0,0.603494,1,12.7014,1,0.87860922,0.9817942065,0.851254,0.9849653636,0,0,0
109732,4118,0,0,0,0.364033,0,2.06731,0,0.8478196,0.9987557957,0.82014642,0.9989761588,0,0,1
95057,4119,1,1,1,NA,0,NA,0,NA,NA,NA,NA,0,0,1
97975,4125,0,0,0,0.0675208,0,0.516232,0,0.84946941,0.9936939045,0.82055817,0.9958936769,0,0,0
96123,4127,0,0,0,0.0554518,0,0.167101,0,0.82934598,0.9984208176,0.80718743,0.998915349,0,0,0
99648,4137,0,0,0,0.405172,0,2.35197,0,0.85295384,0.9959111405,0.83035858,0.9974480621,0,0,0
96343,4138,0,0,0,0.0440627,0,0.141198,0,0.8417287,0.9981496449,0.81200457,0.9987329569,0,0,1
94725,4139,1,1,0,0.864399,1,4.0155,0,0.87549965,0.9740205879,0.84363564,0.9737043729,0,0,0
92848,4150,0,0,0,0.050786,0,0.23151,0,0.83675983,0.9971978817,0.80731928,0.9982970088,0,0,0
108358,4151,1,1,0,0.633855,1,7.99894,1,0.86103763,0.9969107576,0.83476135,0.9978285482,0,0,0
106483,4152,0,0,0,0.0496433,0,0.177211,0,0.82791944,0.9967512443,0.8017366,0.9978309934,0,0,0
106486,4153,0,0,0,0.167313,0,1.4768,0,0.84412407,0.9955389426,0.82057193,0.9964689492,0,0,0
103621,4155,0,0,0,0.412259,0,1.76253,0,0.85839894,0.9992077503,0.8350287,0.999685002,0,0,0
104785,4156,0,0,0,0.0358619,0,0.169255,0,0.83621265,0.9776096389,0.81489974,0.9818974446,0,0,0
108315,4158,0,0,0,0.132905,0,0.487445,0,0.84897048,0.9982400358,0.81872263,0.998615232,0,0,0
100401,4159,1,1,0,1.22135,1,8.97224,1,0.87072274,0.9937470756,0.83918966,0.9959170045,1,0,1
107628,4160,0,0,0,0.211732,0,1.42314,0,0.84457779,0.9770300736,0.81856602,0.9822095457,0,0,0
104019,4168,1,1,0,1.07815,1,11.2464,1,0.89098804,0.986350972,0.86265038,0.9905483403,0,0,1
