"","pimco","cbf_ind","alff_ind","cbf_abs","alff_abs","max_abs"
"949",-1.35673971407274,-0.209203091830296,-0.192551556436815,0.209203091830296,0.192551556436815,0.209203091830296
"950",-0.286802299153256,0.0339202562880898,0.0842790263561831,0.0339202562880898,0.0842790263561831,0.0842790263561831
"951",-0.461395910036113,0.385017860893168,0.388259727341687,0.385017860893168,0.388259727341687,0.388259727341687
"952",0.213379589265473,0.0501067484128583,0.171447839741773,0.0501067484128583,0.171447839741773,0.171447839741773
"953",1.0652266648615,0.000986222626280753,0.00670920608065839,0.000986222626280753,0.00670920608065839,0.00670920608065839
"954",-0.924462640186851,0.219086963254543,0.137661184142731,0.219086963254543,0.137661184142731,0.219086963254543
"955",-1.31084213722002,0.209423109543998,0.214623675398457,0.209423109543998,0.214623675398457,0.214623675398457
"956",-0.894210248048454,0.0118904950305748,0.0215961341353153,0.0118904950305748,0.0215961341353153,0.0215961341353153
"957",2.00244688656452,0.163667476753902,1.74678939897013,0.163667476753902,1.74678939897013,1.74678939897013
"958",-0.0500146126678773,0.399814552164121,0.54712515197746,0.399814552164121,0.54712515197746,0.54712515197746
"959",-0.0152724535094492,0.0197716682901337,0.0585785732920716,0.0197716682901337,0.0585785732920716,0.0585785732920716
"960",0.802203295097912,0.114353921773328,0.0210136347225836,0.114353921773328,0.0210136347225836,0.114353921773328
"961",-3.13763149750288,-0.0218220572459798,-0.0234009682955405,0.0218220572459798,0.0234009682955405,0.0234009682955405
"962",0.229850940588246,-0.671038718625778,-0.353208835801452,0.671038718625778,0.353208835801452,0.671038718625778
"963",-3.583002973156,0.0241321454878052,0.0246999673326262,0.0241321454878052,0.0246999673326262,0.0246999673326262
"964",0.534880886298628,0.292171286080947,0.797029624650778,0.292171286080947,0.797029624650778,0.797029624650778
"965",1.30767461491045,0.373417902120246,1.24376128406163,0.373417902120246,1.24376128406163,1.24376128406163
"966",0.725538978738708,0.456466179189326,0.09509295733022,0.456466179189326,0.09509295733022,0.456466179189326
"967",0.625928257259517,0.463558373389908,0.105790687002827,0.463558373389908,0.105790687002827,0.463558373389908
"968",1.39109445501446,0.0573648114756008,0.499914400880502,0.0573648114756008,0.499914400880502,0.499914400880502
"969",1.73603076865063,-1.43309894399992,-0.158487341148033,1.43309894399992,0.158487341148033,1.43309894399992
"970",-1.09499629858697,0.224049508405464,0.258751306400599,0.224049508405464,0.258751306400599,0.258751306400599
"971",0.864411088619242,-0.133233948086089,-0.668367150913843,0.133233948086089,0.668367150913843,0.668367150913843
"972",-0.0479070926862118,0.179005768127262,0.435011989478411,0.179005768127262,0.435011989478411,0.435011989478411
"973",2.6540589137463,-1.37126054558203,-0.0503218255864106,1.37126054558203,0.0503218255864106,1.37126054558203
"974",-0.407262130848544,0.0596650990473181,0.136233158960234,0.0596650990473181,0.136233158960234,0.136233158960234
"975",2.47737872509466,0.0588703946888153,1.33652489453177,0.0588703946888153,1.33652489453177,1.33652489453177
"976",-1.51187437379705,0.104643658126932,0.137597559529177,0.104643658126932,0.137597559529177,0.137597559529177
"977",2.61752002572783,2.559665788031,0.198526547909399,2.559665788031,0.198526547909399,2.559665788031
"978",2.34543037135179,0.13964725256061,2.08106187929343,0.13964725256061,2.08106187929343,2.08106187929343
"979",2.26847656261257,0.0979396196612192,1.63832858941161,0.0979396196612192,1.63832858941161,1.63832858941161
"980",1.4418220106657,1.1512537781487,0.156894351302662,1.1512537781487,0.156894351302662,1.1512537781487
"981",3.42721988755397,0.10347339154028,3.82731615399364,0.10347339154028,3.82731615399364,3.82731615399364
"982",2.85179140359714,0.106848506582241,2.66188349347451,0.106848506582241,2.66188349347451,2.66188349347451
"983",1.76276870112125,0.244091064207214,1.63598422514409,0.244091064207214,1.63598422514409,1.63598422514409
"984",0.582218090884335,0.203642347423554,0.717137782591746,0.203642347423554,0.717137782591746,0.717137782591746
"985",2.15403419831961,0.180290965563229,1.97740059115084,0.180290965563229,1.97740059115084,1.97740059115084
"986",1.89919075701739,1.27841188272083,0.556994589747715,1.27841188272083,0.556994589747715,1.27841188272083
"987",2.40051004293886,0.2877343963575,2.14687690873501,0.2877343963575,2.14687690873501,2.14687690873501
"988",-0.331763038476388,-0.407207809306862,-0.215067829291266,0.407207809306862,0.215067829291266,0.407207809306862
"989",1.67055192773767,0.156275274356422,1.35805186105489,0.156275274356422,1.35805186105489,1.35805186105489
"990",-1.17649082467468,0.131594368406327,0.188421757502218,0.131594368406327,0.188421757502218,0.188421757502218
"991",0.676611964148023,0.694775376046626,0.630757767409941,0.694775376046626,0.630757767409941,0.694775376046626
"992",0.475324428428057,0.169471194776389,0.596173084335883,0.169471194776389,0.596173084335883,0.596173084335883
"993",-0.39479146253214,0.144709027085818,0.30181185830352,0.144709027085818,0.30181185830352,0.30181185830352
"994",1.40467201913212,0.000443683018759203,0.00405897198690522,0.000443683018759203,0.00405897198690522,0.00405897198690522
"995",0.923275449056343,0.0518199230357308,0.305806738695894,0.0518199230357308,0.305806738695894,0.305806738695894
"996",2.29478890329224,0.101068922085021,1.70654289202976,0.101068922085021,1.70654289202976,1.70654289202976
"997",0.724636389471902,-0.903342174887715,-0.387166209805543,0.903342174887715,0.387166209805543,0.903342174887715
"998",-0.206034768451247,-0.46859311936024,-0.245680692346914,0.46859311936024,0.245680692346914,0.46859311936024
"999",1.65251694533018,0.101293960515196,1.01649471498351,0.101293960515196,1.01649471498351,1.01649471498351
"1000",1.03636079103867,0.0652808892497997,0.417319502333942,0.0652808892497997,0.417319502333942,0.417319502333942
"1001",0.419913606155816,-0.350239220406421,-0.756771602129057,0.350239220406421,0.756771602129057,0.756771602129057
"1002",0.574775752416394,0.511385955719445,0.755951566936752,0.511385955719445,0.755951566936752,0.755951566936752
"1003",-2.3607633024791,0.0203989358607816,0.0172317296939817,0.0203989358607816,0.0172317296939817,0.0203989358607816
"1004",0.0470633738719111,0.439212144928218,0.568265268817525,0.439212144928218,0.568265268817525,0.568265268817525
"1005",0.288208663117269,0.10636690612902,0.363604662561789,0.10636690612902,0.363604662561789,0.363604662561789
"1006",0.553211973677597,0.818330969135862,0.321684411048942,0.818330969135862,0.321684411048942,0.818330969135862
"1007",-0.157736002322607,0.0392587019786779,0.0145144574361839,0.0392587019786779,0.0145144574361839,0.0392587019786779
